place_id,zipcode,supermarket_type,market_name,latitude,longitude,website_url,property_address,map_url,phone
ChIJ1zoUGxYE9YgRL399jlxWp6Q,30308,grocery_or_supermarket,Trader Joe's,33.7797565,-84.3678403,,"931 Monroe Cir NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=11864546698858430255,(404) 522-2006
ChIJw2Pxp_ED9YgR76DtrNcdY6I,30312,grocery_or_supermarket,Little's Food Store,33.7492462,-84.3678961,,"198 Carroll St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=11701229068995109103,(404) 954-7600
ChIJEYvOwcwD9YgRgNawoHP9R7E,30315,grocery_or_supermarket,El Progreso #14,33.7143654,-84.3683048,,"1460 Boulevard SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=12774457541118711424,(404) 622-4854
ChIJ-ajUbfQD9YgRR9f2OJNcdCw,30312,grocery_or_supermarket,Triple Food Store,33.7530362,-84.3714584,,"46 Boulevard SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=3203287022352914247,(404) 766-3000
ChIJz3zFhwsE9YgRpNCqxiptQvw,30312,convenience_store,Walgreens,33.763596,-84.372285,,"340 Boulevard NE #143, Atlanta, GA 30312, USA",https://maps.google.com/?cid=18177211076509880484,(404) 624-4774
ChIJ10zeHTUE9YgR0gO0QptFsIQ,30324,grocery_or_supermarket,Kroger,33.800517,-84.372989,http://www.gfifoods.com/,"1700 Monroe Dr NE, Atlanta, GA 30324, USA",https://maps.google.com/?cid=9561218542048904146,(404) 872-0782
ChIJt3HwQvUF9YgRxBRc6csptew,30305,grocery_or_supermarket,Kroger,33.84552,-84.3745814,,"3330 Piedmont Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=17056585119505847492,(404) 523-3131
ChIJH6wyD1MP9YgRseDZrRZWK6E,30305,grocery_or_supermarket,Trader Joe's,33.840941,-84.374955,,"3183 Peachtree Rd, Atlanta, GA 30305, USA",https://maps.google.com/?cid=11613470719510962353,(404) 880-4105
ChIJBfK5TIwD9YgRjvHEUfCW3pQ,30312,grocery_or_supermarket,Intown Market LLC,33.7499749,-84.3768908,,"349 Decatur St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=10727177321351278990,(404) 761-6483
ChIJISUkc2sE9YgRXDAaZcJRuEU,30308,grocery_or_supermarket,L & M Marketing,33.7760057,-84.3774371,,"785 Argonne Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=5023855279693508700,(404) 297-8163
ChIJV4dewpkO9YgRg240W67FCMw,30328,grocery_or_supermarket,Trader Joe's,33.926269,-84.378101,http://www.cherians.com/,"6277 Roswell Rd NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=14702218336196128387,(404) 497-9319
ChIJOwmMtJ4O9YgRgi9BMj1nNiQ,30324,grocery_or_supermarket,Shahrzad,33.9307585,-84.3790735,http://bakkalinternational.com/,"6435 Roswell Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=2609386546641579906,(404) 257-9045
ChIJvwJ5vOsO9YgRwKBhwmjp39Q,30324,grocery_or_supermarket,TURKISH GROCERY STORE,33.9101896,-84.3791999,http://www.ndmmarket.com/,"5690 Roswell Rd, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=15339235491994247360,(404) 847-9942
ChIJ1XkZlusO9YgR-fEnXcILd20,30324,grocery_or_supermarket,BAKKAL INT'L FOODS,33.9102168,-84.3792036,http://www.aramark.com/,"5690 Roswell Rd #100, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=7887786201777172985,(404) 847-9942
ChIJU23DZekO9YgRiSbtwDAcKNs,30328,bakery,Publix Super Market at The Prado,33.907168,-84.3792123,http://www.aofwc.com/,"5630 Roswell Rd, Sandy Springs, GA 30342, USA",https://maps.google.com/?cid=15791903089095419529,(844) 294-6258
ChIJRzp7a5QO9YgRTeyoOkbsYwc,30328,grocery_or_supermarket,Whole Foods Market,33.9176936,-84.3797966,http://www.caycefoods.com/,"5930 Roswell Rd, Atlanta, GA 30328, USA",https://maps.google.com/?cid=532528967335865421,(404) 252-6750
ChIJPa8F3YsD9YgRpjPDbxOChoc,30303,bakery,Sweet Auburn Curb Market,33.7540928,-84.3798768,,"209 Edgewood Ave SE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=9765635861990552486,(800) 767-0120
ChIJE7j3VREP9YgRiel1VuYEVZk,30342,grocery_or_supermarket,The Fresh Market,33.8744413,-84.3798848,http://www.ifcgourmet.com/,"4405 Roswell Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=11048742648162937225,(404) 299-0842
ChIJAQAAAFME9YgR4o539sFGv0M,30309,grocery_or_supermarket,US Food & Drug Administration,33.7971137,-84.3804888,,"Atlanta, GA 30309, USA",https://maps.google.com/?cid=4881698319970569954,(404) 954-7600
ChIJRx2k4pED9YgRXMgluhefjQ0,30312,convenience_store,Harmony Corner Market,33.7470524,-84.3811482,,"196 Memorial Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=976611618465368156,(404) 586-0692
ChIJd7Nc4G0E9YgRWOvvFs52He8,30308,bakery,Publix Super Market at Piedmont,33.7703567,-84.3811575,,"595 Piedmont Ave NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=17230058376909548376,(404) 954-7600
ChIJrR8E0ZMO9YgRE8nDOh2zbn0,30328,grocery_or_supermarket,Kroger,33.9202912,-84.381341,http://www.aofwc.com/,"227 Sandy Springs Pl NE, Sandy Springs, GA 30328, USA",https://maps.google.com/?cid=9038358440300497171,(678) 309-0007
ChIJQySAuI4F9YgRj3NAqVrX5js,30305,grocery_or_supermarket,Whole Foods Market,33.8408911,-84.381743,,"77 West Paces Ferry Rd NW, Atlanta, GA 30305, USA",https://maps.google.com/?cid=4316374077267800975,(770) 416-6620
ChIJ_yAATRwP9YgR-_XQB_uGA3w,30342,grocery_or_supermarket,Kroger,33.8896159,-84.3832728,http://www.caycefoods.com/,"4920 Roswell Rd, Atlanta, GA 30342, USA",https://maps.google.com/?cid=8936134498359244283,(678) 443-2106
ChIJI00M5YgD9YgR0wAaEQ6oqZU,30303,grocery_or_supermarket,Dee's Market,33.7546186,-84.3836863,,"138 Edgewood Ave NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=10784335561085288659,(404) 221-0000
ChIJicJyxI_99IgRxfezVLLed-E,30354,grocery_or_supermarket,El Progreso Warehouse,33.658954,-84.384068,http://www.publix.com/,"3515 Zip Industrial Blvd SE, Atlanta, GA 30354, USA",https://maps.google.com/?cid=16246699038268979141,(404) 954-7600
ChIJXdIpn0IE9YgRkumuGwsVKX8,30309,cafe,Savi Provisions,33.7810284,-84.3843196,,"988 Peachtree St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=9162878054315256210,(404) 665-1495
ChIJlZJ6A7ID9YgRkG-TijaNtj0,30315,grocery_or_supermarket,Carver Neighborhood Market,33.7189936,-84.385472,,"1297 McDonough Blvd SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=4446896947467612048,(404) 762-0661
ChIJscZBgA9z9YgRjeaEIVZ_Maw,30009,bakery,Publix Super Market at King Plaza,34.0610681,-84.3859773,http://www.publix.com/,"885 Woodstock Rd Ste 100, Roswell, GA 30075, USA",https://maps.google.com/?cid=12407838456288700045,(770) 602-0522
ChIJaaBaNhkF9YgR4hWFz2LuKYk,30324,bakery,Publix Super Market at Peachtree Battle SC,33.8208465,-84.3865513,http://www.publix.com/,"2365 Peachtree Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=9883692965397075426,(404) 869-6556
ChIJXRyCYHgE9YgRAf4dKQda_z0,30303,convenience_store,International Peach Mart,33.7598904,-84.3881732,,"218 Peachtree St NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=4467388342175923713,(404) 299-0842
ChIJfTK9iWcE9YgRbZH2RIa6Ajc,30309,bakery,Publix Super Market at The Plaza Midtown,33.7803846,-84.3887059,,"950 W Peachtree St NE, Atlanta, GA 30309, USA",https://maps.google.com/?cid=3963935707884851565,(404) 881-1750
ChIJjyWRQv_89IgR19IjKIDXR4U,30349,grocery_or_supermarket,Market Grocery Co,33.6203728,-84.3887408,http://commercefood.com/,"16 Forest Pkwy, Forest Park, GA 30297, USA",https://maps.google.com/?cid=9603881675820094167,(404) 763-0092
ChIJsbNRuoYD9YgRy1fhsJgldJY,30303,grocery_or_supermarket,R & R Produce,33.7539328,-84.390386,,"2 Peachtree St NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=10841331540720441291,(678) 691-2235
ChIJH2BFLIcD9YgRtj6roKH8uiA,30303,food,Downtown Food Market,33.7562759,-84.3907921,,"64 Walton St NW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=2358475125997387446,(404) 297-8163
ChIJb7UKWIP99IgRPBzzpdjUQ_c,30354,grocery_or_supermarket,D N Foods,33.659099,-84.391004,http://www.walmart.com/store/3389,"3500 Empire Blvd SW, Atlanta, GA 30354, USA",https://maps.google.com/?cid=17817318577770011708,(404) 361-3857
ChIJN_zP3agF9YgRK-ptZFY1yYk,30309,grocery_or_supermarket,The Fresh Market,33.8119915,-84.3913963,,"2099 Peachtree St NW, Atlanta, GA 30309, USA",https://maps.google.com/?cid=9928525498683353643,(404) 815-9210
ChIJTdU_aYP99IgRPbtb5c7AfuI,30324,grocery_or_supermarket,International Food Concepts,33.6597091,-84.3935557,http://www.healthyme.reliv.com/,"3485 Empire Way SW # A, Atlanta, GA 30354, USA",https://maps.google.com/?cid=16320694094481046333,(404) 766-3000
ChIJy72d0av99IgRc4hPusE_GtY,30288,grocery_or_supermarket,Jem D International,33.6296114,-84.393955,,"132 Royal Dr, Forest Park, GA 30297, USA",https://maps.google.com/?cid=15427713574798067827,(404) 244-1111
ChIJk8PKSvYE9YgRdvPOsktk5II,30363,bakery,Publix Super Market In Atlantic Station,33.7927083,-84.3980281,http://www.dekalbfarmersmarket.com/,"Ste 14135, 1380 Atlantic Dr NW, Atlanta, GA 30363-1144, USA",https://maps.google.com/?cid=9431773795905893238,(770) 455-0770
ChIJVSQgiHcD9YgR8YC-XnytxkM,30324,food,Gourmet Foods International,33.7479262,-84.3984166,http://www.bakkalinternational.com/,"255 Ted Turner Dr SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=4883781595606974705,(404) 954-7600
ChIJEyUw3BwD9YgR1zA1EfXfMXw,30344,convenience_store,Food Store,33.717996,-84.408084,http://www.aofwc.com/,"1341 Metropolitan Pkwy SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=8949180178210566359,(404) 366-3233
ChIJL858kG_99IgRH6lNfQJdx_U,30354,grocery_or_supermarket,Nature's Own Herb Shop,33.6581893,-84.4087343,http://www.publix.com/,"628 S Central Ave, Atlanta, GA 30354, USA",https://maps.google.com/?cid=17710226324931324191,(770) 731-2644
ChIJbe30v-8C9YgRzZmzLGuBbk0,30315,grocery_or_supermarket,Save-A-Lot,33.7034342,-84.4100028,,"1901 Metropolitan Pkwy SW, Atlanta, GA 30315, USA",https://maps.google.com/?cid=5579539285670074829,(404) 378-9262
ChIJwTsvVCcD9YgRys26prN9Av4,30344,bakery,"Mondelez International, Inc.",33.7157,-84.4228229,http://www.publix.com/,"1400 Murphy Ave SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=18303330046136995274,(404) 941-7432
ChIJ51t2q45y9YgRsUT1rSIpE6E,30188,bakery,Publix Super Market at Mountain Park Plaza,34.0658753,-84.4228959,http://www.att.com/maps/store-locator.html?source=ECls000000000000O&wtExtndSource=_google,"4750 Alabama Rd NE Ste 107, Roswell, GA 30075, USA",https://maps.google.com/?cid=11606665893588059313,(770) 345-5389
ChIJA0ZHhUT99IgR7QtK5rk2Nkc,30354,grocery_or_supermarket,Walmart Express,33.6562283,-84.4240045,http://www.publix.com/,"1030 Delta Blvd, Atlanta, GA 30354, USA",https://maps.google.com/?cid=5131348997495720941,(404) 767-9806
ChIJfRcI9pMD9YgR42LwjLV79Q8,30312,food,Sapna Foods Inc,33.6904577,-84.4261792,,"1154 Oakleigh Dr, Atlanta, GA 30344, USA",https://maps.google.com/?cid=1149961299546890979,(404) 244-1111
ChIJQ2WQ17n89IgR_A0pjMM13lY,30349,grocery_or_supermarket,Super Giant Mart,33.6016445,-84.4272594,https://www.kroger.com/?cid=PDM-KROGER.GMB-LOCAL,"5658 Riverdale Rd, Atlanta, GA 30349, USA",https://maps.google.com/?cid=6259499646077963772,(404) 766-0656
ChIJQ2WQ17n89IgRnqqC_BzjFhw,30349,grocery_or_supermarket,Wayfield Foods Inc,33.6071118,-84.4442716,https://www.aldi.us/,"5432 Grande River Rd, College Park, GA 30349, USA",https://maps.google.com/?cid=2024054796184627870,(404) 366-3233
ChIJbVQMv6ji9IgRYYaVrz5XoAw,30344,grocery_or_supermarket,Raja Foods International,33.6676804,-84.4475992,http://www.publix.com/,"3511 Church St, Atlanta, GA 30329, USA",https://maps.google.com/?cid=909823051474241121,(404) 766-0691
ChIJ_xPs4a_i9IgRjoN45Ue4YOg,30349,grocery_or_supermarket,"Wayfield Foods, Inc.",33.6608846,-84.448102,http://www.lakecityfarmersmarket.com/,"3465 Main St, Atlanta, GA 30349, USA",https://maps.google.com/?cid=16744586033495573390,(770) 813-1500
ChIJ8WwDFLji9IgRqoe9HReMKEQ,30344,grocery_or_supermarket,African Terminal Market,33.6508607,-84.4498367,http://www.publix.com/,"3827 Main St, Atlanta, GA 30337, USA",https://maps.google.com/?cid=4911329424558622634,(404) 763-3835
ChIJhWw0HLji9IgR7rTgQCPlpZI,30332,grocery_or_supermarket,International Supermarket,33.6508856,-84.4498764,http://www.publix.com/,"3827 Main St, College Park, GA 30337, USA",https://maps.google.com/?cid=10567104040269821166,(404) 297-8163
ChIJPRBk2UMd9YgRlTYgwg0aplU,30344,grocery_or_supermarket,Wayfield Foods Inc,33.6877229,-84.4547178,http://www.leoninternationalfoods.com/,"2020 Headland Dr, Atlanta, GA 30344, USA",https://maps.google.com/?cid=6171648985751631509,(404) 766-3000
ChIJ36PlsDzj9IgRdgILp2AmKRQ,30344,grocery_or_supermarket,"GLOBAL GROCERY, LLC",33.6158605,-84.4556698,http://www.austellfarmersmarket.com/,"2050 Southampton Rd #1, College Park, GA 30349, USA",https://maps.google.com/?cid=1452734551364928118,(404) 299-0842
ChIJF1Bdx5_i9IgRTn4Vb2KDm4M,30344,grocery_or_supermarket,Piggly Wiggly,33.670228,-84.4610834,http://www.aofwc.com/,"3100 Washington Rd, East Point, GA 30344, USA",https://maps.google.com/?cid=9483317899152424526,(404) 762-1212
ChIJoZffS3vj9IgROzSrjpQY2XE,30349,grocery_or_supermarket,Kroger,33.590389,-84.4705348,http://servicefoods.com/,"6055 Old National Hwy, College Park, GA 30349, USA",https://maps.google.com/?cid=8203615222559880251,(404) 363-8683
ChIJ3765IH3j9IgRYCN1rrWI140,30349,department_store,Walmart Supercenter,33.5869197,-84.4721575,http://cfmatl.org/decatur/,"6149 Old National Hwy, College Park, GA 30349, USA",https://maps.google.com/?cid=10220788193238000480,(678) 216-0674
ChIJMVsJc1oQ9YgR2mcmxi7gc2I,30080,grocery_or_supermarket,Malincho Euro Market & Cafe,33.8840592,-84.47396,http://www.ifcgourmet.com/,"2800 Spring Rd SE, Atlanta, GA 30339, USA",https://maps.google.com/?cid=7094260329536186330,(404) 297-8163
ChIJO-GVHGMa9YgRy-XFhDi-Rgw,30080,grocery_or_supermarket,Kroger,33.8391055,-84.4821192,http://www.publix.com/,"4715 Atlanta Rd, Smyrna, GA 30080, USA",https://maps.google.com/?cid=884603526779889099,(404) 299-1551
ChIJP3GwPmIa9YgROD_2OYsxMuE,30331,food,Core-Mark International Inc,33.8364649,-84.483023,http://www.publix.com/,"4820 N Church Ln SE, Smyrna, GA 30080, USA",https://maps.google.com/?cid=16227086881411972920,(678) 398-3657
ChIJzdeJft8W9YgRPkxegbwskHk,30082,grocery_or_supermarket,Tomato Japanese Grocery Store,33.9010676,-84.4875364,http://www.gfifoods.com/,"2086 Cobb Pkwy SE, Smyrna, GA 30080, USA",https://maps.google.com/?cid=8759550463371529278,(770) 491-0970
ChIJf0XhHPEQ9YgRS0ftb-9Bvdo,30324,grocery_or_supermarket,Nam Dae Mun Farmers Market,33.8822287,-84.4876042,http://www.al-salamstore.com/,"2350 Spring Rd SE, Smyrna, GA 30096, USA",https://maps.google.com/?cid=15761826767497414475,(678) 309-0007
ChIJKdr1hHAa9YgR4qda4WUzo3A,30080,grocery_or_supermarket,Goodness Grocery,33.8442228,-84.4910563,http://www.khinternational.com/,"4500 W Village Pl #1001, Smyrna, GA 30080, USA",https://maps.google.com/?cid=8116387466117294050,(404) 294-0911
ChIJr3kECA0a9YgRJeGxfwGwsIk,30080,bakery,Publix Super Market at Highland Station,33.8435341,-84.504519,http://www.leoninternationalfoods.com/,"4480 S Cobb Dr SE, Smyrna, GA 30080, USA",https://maps.google.com/?cid=9921623499581022501,(770) 612-5155
ChIJ91yLETQc9YgRCnydrKtb2ic,30331,department_store,Walmart Supercenter,33.7283007,-84.5079319,http://local.fedex.com/ga/alpharetta/GVLA/?cmp=LOC-1001545-3-2-971-1110000-US-US-EN-GPLDROPOFFBOXES,"1105 Research Center Drive Atlanta SW, Atlanta, GA 30331, USA",https://maps.google.com/?cid=2871708505295649802,(404) 792-2000
ChIJm08qexfi9IgRGsnxZORkSNc,30331,bakery,Publix Super Market at Princeton Lakes,33.6563879,-84.5107722,http://www.publix.com/,"3730 Carmia Dr SW Ste 200, Atlanta, GA 30331, USA",https://maps.google.com/?cid=15512759848586561818,(404) 349-6333
ChIJs0QCjx4D9YgR3bBzbX5mlUY,30310,grocery_or_supermarket,Halal N Halal Meat Market,33.7184247,-84.4127798,https://www.kroger.com/,"759 Dill Ave SW, Atlanta, GA 30310, USA",https://maps.google.com/?cid=5086084047373054173,(404) 756-1140
