latitude,longitude,school_id,school_name,Grades,school_type,city,address,phone,fax,website,overview_url,ratings_url,reviews_url,freeandreducedLunch
33.97606,-84.34298,2502,Dunwoody Springs Elementary School,Elementary ,public,Atlanta,"8100 Roberts Dr, Atlanta, GA  30350",(770) 673-4060,(770) 673-4064,http://www.dunwoodysprings.us,http://www.greatschools.org/georgia/atlanta/2502-Dunwoody-Springs-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2502&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2502&s_cid=gsapi,73.5584
33.57118,-84.619934,1008,E. C. West Elementary School,Elementary ,public,Fairburn,"7040 Rivertown Rd, Fairburn, GA  30213",(770) 969-3460,(770) 306-3583,,http://www.greatschools.org/georgia/fairburn/1008-E.-C.-West-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1008&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1008&s_cid=gsapi,75.8621
33.77446,-84.38698,113,East Lake Elementary School,Elementary ,public,Atlanta,"145 4th St Ne, Atlanta, GA  30308",(404) 802-7900,(404) 371-7153,http://www.apskids.org/eastlake/,http://www.greatschools.org/georgia/atlanta/113-East-Lake-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=113&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=113&s_cid=gsapi,89.9543
33.6893,-84.18469,791,Edward L. Bouie- Sr. Elementary School,Elementary ,public,Lithonia,"5100 Rock Springs Rd, Lithonia, GA  30038",(678) 676-8202,(678) 676-8210,,http://www.greatschools.org/georgia/lithonia/791-Edward-L.-Bouie--Sr.-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=791&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=791&s_cid=gsapi,61.7681
33.76963,-84.18,798,Eldridge L. Miller Elementary School,Elementary ,public,Stone-Mountain,"919 Martin Rd, Stone Mountain, GA  30088",(678) 676-3302,(678) 676-3310,,http://www.greatschools.org/georgia/stone-mountain/798-Eldridge-L.-Miller-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=798&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=798&s_cid=gsapi,94.2857
33.87295,-84.24032,709,Evansdale Elementary School,Elementary ,public,Doraville,"2914 Evans Woods Dr, Doraville, GA  30340",(678) 874-2702,(678) 874-2710,,http://www.greatschools.org/georgia/doraville/709-Evansdale-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=709&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=709&s_cid=gsapi,40.3727
33.75193,-84.44052,46,F. L. Stanton Elementary School,Elementary ,public,Atlanta,"1625 Martin Luther King, Jr., Drive, N.W., Atlanta, GA  30314",(404) 802-7500,(404) 752-0701,http://srt4.atlantapublicschools.us/Domain/2395,http://www.greatschools.org/georgia/atlanta/46-F.-L.-Stanton-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=46&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=46&s_cid=gsapi,98.1273
33.758106,-84.49997,89,Fain Elementary School,Elementary ,public,Atlanta,"101 Hemphill School Rd Nw, Atlanta, GA  30331",(404) 802-8600,(404) 699-4579,http://www.apskids.org/fain/,http://www.greatschools.org/georgia/atlanta/89-Fain-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=89&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=89&s_cid=gsapi,99.2537
33.69564,-84.16441,703,Fairington Elementary School,Elementary ,public,Lithonia,"5505 Philip Bradley Dr, Lithonia, GA  30038",(678) 676-8702,(678) 676-8710,,http://www.greatschools.org/georgia/lithonia/703-Fairington-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=703&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=703&s_cid=gsapi,93.1034
33.5981,-84.514084,6563,Feldwood Elementary School,Elementary ,public,College-Park,"5790 Feldwood Rd, College Park, GA  30349",(404) 768-3600,,,http://www.greatschools.org/georgia/college-park/6563-Feldwood-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=6563&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=6563&s_cid=gsapi,83.8565
33.77813,-84.31578,719,Fernbank Elementary School,Elementary ,public,Atlanta,"157 Heaton Park Dr Ne, Atlanta, GA  30307",(678) 874-9302,(678) 874-9310,,http://www.greatschools.org/georgia/atlanta/719-Fernbank-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=719&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=719&s_cid=gsapi,9.50355
33.697514,-84.517,83,Fickett Elementary School,Elementary ,public,Atlanta,"3935 Rux Rd Sw, Atlanta, GA  30331",(404) 802-7850,(404) 346-2358,http://www.apskids.org/fickett/,http://www.greatschools.org/georgia/atlanta/83-Fickett-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=83&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=83&s_cid=gsapi,81.9489
33.75534,-84.30559,675,Fifth Avenue Elementary School,Elementary ,public,Decatur,"101 Fifth Ave, Decatur, GA  30030",(404) 370-4460,(404) 370-4489,http://glennwood.csdecatur.net/,http://www.greatschools.org/georgia/decatur/675-Fifth-Avenue-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=675&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=675&s_cid=gsapi,24.1036
33.72191,-84.42437,3641,Finch Elementary School,Elementary ,public,Atlanta,"1114 Avon Ave Sw, Atlanta, GA  30310",(404) 802-4000,(404) 752-5563,,http://www.greatschools.org/georgia/atlanta/3641-Finch-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3641&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3641&s_cid=gsapi,98.5011
34.060738,-84.18637,980,Findley Oaks Elementary School,Elementary ,public,Johns-Creek,"5880 Findley Chase Dr, Johns Creek, GA  30097",(770) 497-3800,(770) 497-3810,,http://www.greatschools.org/georgia/johns-creek/980-Findley-Oaks-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=980&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=980&s_cid=gsapi,7.49646
33.65887,-84.15999,3937,Flat Rock Elementary School,Elementary ,public,Lithonia,"4603 Evans Mill Rd, Lithonia, GA  30038",(678) 875-3202,,,http://www.greatschools.org/georgia/lithonia/3937-Flat-Rock-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3937&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3937&s_cid=gsapi,83.5539
33.70643,-84.28367,774,Flat Shoals Elementary School,Elementary ,public,Decatur,"3226 Flat Shoals Rd, Decatur, GA  30034",(678) 874-4602,(678) 874-4610,http://www.dekalb.k12.ga.us/flatshoals,http://www.greatschools.org/georgia/decatur/774-Flat-Shoals-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=774&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=774&s_cid=gsapi,95.9335
34.05899,-84.3143,6532,Fulton Sunshine Charter Elementary School,Elementary ,charter,Roswell,"1335 Northmeadow Pkwy, Roswell, GA  30076",(770) 410-1500,(770) 410-1551,http://fultonsunshine.org,http://www.greatschools.org/georgia/roswell/6532-Fulton-Sunshine-Charter-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=6532&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=6532&s_cid=gsapi,8.7037
33.832752,-84.380455,36,Garden Hills Elementary School,Elementary ,public,Atlanta,"285 Sheridan Dr NE, Atlanta, GA  30305",(404) 802-7800,(404) 842-3050,http://www.atlanta.k12.ga.us/content/GHILLSW/EnHome.htm,http://www.greatschools.org/georgia/atlanta/36-Garden-Hills-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=36&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=36&s_cid=gsapi,78.1609
33.73088,-84.405495,110,Gideons Elementary School,Elementary ,public,Atlanta,"897 Welch St Sw, Atlanta, GA  30310",(404) 802-7700,(404) 330-4103,http://www.atlanta.k12.ga.us/content/GIDEONSW/Default.htm,http://www.greatschools.org/georgia/atlanta/110-Gideons-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=110&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=110&s_cid=gsapi,98.6916
33.77152,-84.44331,43,Grove Park Elementary School,Elementary ,public,Atlanta,"20 Evelyn Way Nw, Atlanta, GA  30318",(404) 802-7750,(404) 792-5930,http://www.apskids.org/grovepark/,http://www.greatschools.org/georgia/atlanta/43-Grove-Park-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=43&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=43&s_cid=gsapi,99.1758
33.58873,-84.53829,984,Gullatt Elementary School,Elementary ,public,Union-City,"6110 Dodson Rd, Union City, GA  30291",(770) 969-3425,(770) 306-3582,,http://www.greatschools.org/georgia/union-city/984-Gullatt-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=984&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=984&s_cid=gsapi,93.4599
33.80942,-84.20426,772,Hambrick Elementary School,Elementary ,public,Stone-Mountain,"1101 Hambrick Rd, Stone Mountain, GA  30083",(678) 676-5602,(678) 676-5610,,http://www.greatschools.org/georgia/stone-mountain/772-Hambrick-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=772&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=772&s_cid=gsapi,94.7291
33.695534,-84.46516,3052,Hamilton E. Holmes Elementary School,Elementary ,public,East-Point,"2301 Connally Dr, East Point, GA  30344",(404) 767-3092,(404) 767-3092,,http://www.greatschools.org/georgia/east-point/3052-Hamilton-E.-Holmes-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3052&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3052&s_cid=gsapi,91.8449
33.660236,-84.40618,1035,Hapeville Elementary School,Elementary ,public,Hapeville,"3440 North Fulton Ave, Hapeville, GA  30354",(404) 669-8220,(404) 669-8226,,http://www.greatschools.org/georgia/hapeville/1035-Hapeville-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1035&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1035&s_cid=gsapi,97.0359
33.85986,-84.27281,741,Hawthorne Elementary School,Elementary ,public,Atlanta,"2535 Caladium Dr Ne, Atlanta, GA  30345",(678) 874-2802,(678) 874-2810,,http://www.greatschools.org/georgia/atlanta/741-Hawthorne-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=741&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=741&s_cid=gsapi,42.1634
33.917152,-84.421036,1023,Heards Ferry Elementary School,Elementary ,public,Atlanta,"1050 Heards Ferry Rd Nw, Atlanta, GA  30328",(770) 933-6190,(770) 933-6195,,http://www.greatschools.org/georgia/atlanta/1023-Heards-Ferry-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1023&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1023&s_cid=gsapi,5.91133
34.06072,-84.33742,2596,Hembree Springs Elementary School,Elementary ,public,Roswell,"815 Hembree Rd, Roswell, GA  30076",(770) 667-2902,(770) 667-2906,,http://www.greatschools.org/georgia/roswell/2596-Hembree-Springs-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2596&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2596&s_cid=gsapi,36
33.85622,-84.25892,787,Henderson Mill Elementary School,Elementary ,public,Atlanta,"2408 Henderson Mill Rd Ne, Atlanta, GA  30345",(678) 874-3102,(678) 874-3110,,http://www.greatschools.org/georgia/atlanta/787-Henderson-Mill-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=787&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=787&s_cid=gsapi,60.3478
33.658833,-84.37859,2649,Heritage Academy Elementary,Elementary ,public,Atlanta,"3500 Villa Circlese, Atlanta, GA  30354",(404) 802-8650,(404) 608-8321,http://www.apskids.org/heritageacademy/,http://www.greatschools.org/georgia/atlanta/2649-Heritage-Academy-Elementary/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2649&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2649&s_cid=gsapi,98.2942
33.61134,-84.47391,2501,Heritage Elementary School,Elementary ,public,Atlanta,"2600 Jolly Rd, Atlanta, GA  30349",(404) 669-8144,(404) 669-8148,,http://www.greatschools.org/georgia/atlanta/2501-Heritage-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2501&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2501&s_cid=gsapi,91.3174
33.76452,-84.42272,60,Herndon Elementary School,Elementary ,public,Atlanta,"350 Temple St Nw, Atlanta, GA  30314",(404) 330-4967,(404) 730-9046,http://www.apskids.org/herndon/,http://www.greatschools.org/georgia/atlanta/60-Herndon-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=60&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=60&s_cid=gsapi,89.1775
33.8991,-84.370384,1004,High Point Elementary School,Elementary ,public,Atlanta,"520 Greenland Rd Ne, Atlanta, GA  30342",(470) 254-7716,(470) 254-3294,http://www.fultonschools.org/school/highpoint,http://www.greatschools.org/georgia/atlanta/1004-High-Point-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1004&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1004&s_cid=gsapi,62.4227
33.91813,-84.28198,755,Hightower Elementary School,Elementary ,public,Doraville,"4236 Tilly Mill Rd, Doraville, GA  30360",(678) 676-7302,(678) 676-7310,,http://www.greatschools.org/georgia/doraville/755-Hightower-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=755&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=755&s_cid=gsapi,95.5307
34.010662,-84.29564,2597,Hillside Elementary School,Elementary ,public,Roswell,"9250 Scott Rd, Roswell, GA  30076",(770) 552-6362,(770) 552-6366,http://school.fultonschools.org/es/hillside/Pages/default.aspx,http://www.greatschools.org/georgia/roswell/2597-Hillside-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2597&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2597&s_cid=gsapi,52.2885
33.757374,-84.37209,112,Hope Hill Elementary School,Elementary ,public,Atlanta,"112 Boulevard NE, Atlanta, GA  30312",(404) 802-7450,(404) 330-4265,http://www.atlanta.k12.ga.us/Domain/1504,http://www.greatschools.org/georgia/atlanta/112-Hope-Hill-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=112&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=112&s_cid=gsapi,88.0645
33.67185,-84.37687,44,Humphries Elementary School,Elementary ,public,Atlanta,"3029 Humphries Dr Se, Atlanta, GA  30354",(404) 802-8750,(404) 362-2408,http://www.apskids.org/humphries/html/index.htm,http://www.greatschools.org/georgia/atlanta/44-Humphries-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=44&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=44&s_cid=gsapi,87.8307
33.91184,-84.3031,740,Huntley Hills Elementary School,Elementary ,public,Chamblee,"2112 Seaman Circle, Chamblee, GA  30341",(678) 676-7402,(678) 676-7410,,http://www.greatschools.org/georgia/chamblee/740-Huntley-Hills-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=740&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=740&s_cid=gsapi,64.17
33.679417,-84.40947,41,Hutchinson Elementary School,Elementary ,public,Atlanta,"650 Cleveland Ave SW, Atlanta, GA  30315",(404) 802-7650,(404) 768-5690,,http://www.greatschools.org/georgia/atlanta/41-Hutchinson-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=41&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=41&s_cid=gsapi,96.3768
33.82785,-84.22226,732,Idlewood Elementary School,Elementary ,public,Tucker,"1484 Idlewood Rd, Tucker, GA  30084",(678) 874-3202,(678) 874-3210,,http://www.greatschools.org/georgia/tucker/732-Idlewood-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=732&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=732&s_cid=gsapi,94.0541
33.79737,-84.23874,786,Indian Creek Elementary School,Elementary ,public,Clarkston,"724 North Indian Creek Dr, Clarkston, GA  30021",(678) 676-5702,(678) 676-5710,,http://www.greatschools.org/georgia/clarkston/786-Indian-Creek-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=786&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=786&s_cid=gsapi,99.5855
33.97897,-84.35484,6588,Ison Springs Elementary School,Elementary ,public,Sandy-Springs,"8261 Ison Rd, Sandy Springs, GA  30350",(770) 673-4020,(770) 673-4021,www.isonsprings.com,http://www.greatschools.org/georgia/sandy-springs/6588-Ison-Springs-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=6588&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=6588&s_cid=gsapi,74.6388
33.87362,-84.42303,108,Jackson Elementary School,Elementary ,public,Atlanta,"1325 Mount Paran Rd NW, Atlanta, GA  30327",(404) 802-8800,(404) 842-1177,http://www.wtjackson.org/,http://www.greatschools.org/georgia/atlanta/108-Jackson-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=108&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=108&s_cid=gsapi,7.69231
34.01134,-84.31839,983,Jackson Elementary School,Elementary ,public,Roswell,"1400 Martin Rd, Roswell, GA  30076",(770) 594-5290,(770) 643-3332,,http://www.greatschools.org/georgia/roswell/983-Jackson-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=983&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=983&s_cid=gsapi,64.9485
33.80947,-84.22599,771,Jolly Elementary School,Elementary ,public,Clarkston,"1070 Otello Ave, Clarkston, GA  30021",(678) 676-5802,(678) 676-5810,,http://www.greatschools.org/georgia/clarkston/771-Jolly-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=771&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=771&s_cid=gsapi,94.7149
33.71682,-84.2834,754,Kelley Lake Elementary School,Elementary ,public,Decatur,"2590 Kelly Lake Rd, Decatur, GA  30032",(678) 874-4802,(678) 874-4810,,http://www.greatschools.org/georgia/decatur/754-Kelley-Lake-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=754&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=754&s_cid=gsapi,95.2381
33.702915,-84.48964,40,Kimberly Elementary School,Elementary ,public,Atlanta,"1090 Windsor Street SW , Atlanta, GA  30311",(404) 802-7600,(404) 802-7649,http://www.atlanta.k12.ga.us/Page/2992,http://www.greatschools.org/georgia/atlanta/40-Kimberly-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=40&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=40&s_cid=gsapi,92.5214
33.94816,-84.29767,738,Kingsley Elementary School,Elementary ,charter,Dunwoody,"2051 Brendon Dr, Dunwoody, GA  30338",(678) 874-8902,(678) 874-8910,http://www.kingsleycharter.org/,http://www.greatschools.org/georgia/dunwoody/738-Kingsley-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=738&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=738&s_cid=gsapi,44.4846
33.74362,-84.26584,785,Knollwood Elementary School,Elementary ,public,Decatur,"3039 Santa Monica Dr, Decatur, GA  30032",(678) 874-1402,(678) 874-1410,,http://www.greatschools.org/georgia/decatur/785-Knollwood-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=785&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=785&s_cid=gsapi,97.6623
33.918285,-84.383644,6374,Lake Forest Elementary School,Elementary ,public,Atlanta,"5920 Sandy Springs Circlene, Atlanta, GA  30328",(404) 256-8740,,,http://www.greatschools.org/georgia/atlanta/6374-Lake-Forest-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=6374&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=6374&s_cid=gsapi,99.1696
34.069916,-84.21229,1027,Lake Windward Elementary School,Elementary ,public,Alpharetta,"11770 East Fox Ct, Alpharetta, GA  30005",(770) 740-7050,(770) 740-7069,,http://www.greatschools.org/georgia/alpharetta/1027-Lake-Windward-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1027&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1027&s_cid=gsapi,7.98065
33.815353,-84.27611,751,Laurel Ridge Elementary School,Elementary ,public,Decatur,"1215 Balsam Dr, Decatur, GA  30033",(678) 874-6902,(678) 874-6910,http://www.laurelridgees.dekalb.k12.ga.us,http://www.greatschools.org/georgia/decatur/751-Laurel-Ridge-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=751&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=751&s_cid=gsapi,46.0993
33.62745,-84.53891,995,Lee Elementary School,Elementary ,public,College-Park,"4600 Scarborough Rd, College Park, GA  30349",(404) 669-8025,(404) 669-8229,,http://www.greatschools.org/georgia/college-park/995-Lee-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=995&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=995&s_cid=gsapi,86.1868
33.59776,-84.57851,2780,Liberty Point Elementary School,Elementary ,public,Union-City,"9000 Highpoint Rd, Union City, GA  30291",(770) 306-3510,(404) 763-5529,,http://www.greatschools.org/georgia/union-city/2780-Liberty-Point-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=2780&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=2780&s_cid=gsapi,84.5238
33.7703,-84.34039,107,Lin Elementary School,Elementary ,public,Atlanta,"586 Candler Park Dr Ne, Atlanta, GA  30307",(404) 802-8850,(404) 371-7168,http://marylinelementary.com/index.html,http://www.greatschools.org/georgia/atlanta/107-Lin-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=107&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=107&s_cid=gsapi,14.1653
33.86829,-84.21906,731,Livsey Elementary School,Elementary ,public,Tucker,"4137 Livsey Rd, Tucker, GA  30084",(678) 874-3302,(678) 874-3310,,http://www.greatschools.org/georgia/tucker/731-Livsey-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=731&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=731&s_cid=gsapi,27.7372
33.74845,-84.42184,74,M. A. Jones Elementary School,Elementary ,public,Atlanta,"1040 Fair St SW, Atlanta, GA  30314",(404) 802-3900,(404) 755-5655,http://www.apskids.org/magnesjones/,http://www.greatschools.org/georgia/atlanta/74-M.-A.-Jones-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=74&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=74&s_cid=gsapi,93.3333
34.0799,-84.28594,1041,Manning Oaks Elementary School,Elementary ,public,Alpharetta,"405 Cumming St, Alpharetta, GA  30004",(770) 667-2912,(770) 667-2916,,http://www.greatschools.org/georgia/alpharetta/1041-Manning-Oaks-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1041&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1041&s_cid=gsapi,36.0595
33.73018,-84.15263,790,Marbut Elementary School,Elementary ,public,Lithonia,"5776 Marbut Rd, Lithonia, GA  30058",(678) 676-8802,(678) 676-8810,,http://www.greatschools.org/georgia/lithonia/790-Marbut-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=790&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=790&s_cid=gsapi,69.1578
33.598,-84.41323,3035,Martin Luther King- Jr. Elementary School,Elementary ,public,College-Park,"5745 West Lees Mill Rd, College Park, GA  30349",(770) 991-4651,(770) 991-4652,,http://www.greatschools.org/georgia/college-park/3035-Martin-Luther-King--Jr.-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=3035&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=3035&s_cid=gsapi,94.1484
33.80432,-84.26204,784,Mclendon Elementary School,Elementary ,public,Decatur,"3169 Hollywood Dr, Decatur, GA  30033",(678) 676-5902,(678) 676-5910,http://www.mclendones.dekalb.k12.ga.us/,http://www.greatschools.org/georgia/decatur/784-Mclendon-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=784&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=784&s_cid=gsapi,89.9029
33.69973,-84.31349,769,Meadowview Elementary School,Elementary ,public,Atlanta,"1879 Wee Kirk Rd Se, Atlanta, GA  30316",(678) 874-5302,(678) 874-5310,,http://www.greatschools.org/georgia/atlanta/769-Meadowview-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=769&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=769&s_cid=gsapi,95.6403
34.029003,-84.19041,1032,Medlock Bridge Elementary School,Elementary ,public,Alpharetta,"10215 Medlock Bridge Parkway, Alpharetta, GA  30022",(770) 623-2980,(770) 623-2988,,http://www.greatschools.org/georgia/alpharetta/1032-Medlock-Bridge-Elementary-School/?s_cid=gsapi,http://www.greatschools.org/school/rating.page?state=GA&id=1032&s_cid=gsapi,http://www.greatschools.org/school/parentReviews.page?state=GA&id=1032&s_cid=gsapi,13.0624
