OBJECTID,Apartment_Name,Latitude,Longitude,Place_ID,Zip,Website,Address,City,Zip,Map,Phone,Block_Group,Jobs,Retail,Rent,,
121,Cascade Oaks,33.723245,-84.511253,ChIJrWrn7S0c9YgRWOb6yUw-Sj0,30331,http://www.cascadeoaksapts.com/,3820 Old Cascade Rd SW, Atlanta, GA 30331,https://maps.google.com/?cid=4416410884117292632,(404) 476-4648,1.31E+11,0.59705,1579.39265,885.442017,,
228,CAU Suites,33.751521,-84.411692,ChIJe2Ds1WUD9YgRJz4UPQOCxps,30314,http://www.causuites.com/,128 Mildred St SW, Atlanta, GA 30314,https://maps.google.com/?cid=11224802071688789543,(404) 880-8690,1.31E+11,7.13518,4005.39817,609.435974,,
531,CB Lofts,33.82108,-84.352261,ChIJ__Xc_XQG9YgRlsRhrX64StQ,30324,http://www.cblofts.com/,2430 Cheshire Bridge Rd NE, Atlanta, GA 30324,https://maps.google.com/?cid=15297241938531566742,(404) 315-6115,1.31E+11,5.04553,6411.40289,1196.199951,,
768,Celebration At Sandy Springs,33.946228,-84.373019,ChIJ70s6LBgM9YgRDRzN-AQ1yYw,30328,http://www.celebrationatsandysprings.com/,7000 Roswell Rd, Atlanta, GA 30328,https://maps.google.com/?cid=10144697931099085837,(770) 394-6300,1.31E+11,1.42821,4317.40765,1055.430054,,
310,Centennial Park North,33.769061,-84.392185,ChIJNdVdtnwE9YgR17ClRtg6fHM,30313, ,536 Centennial Olympic Park Dr NW, Atlanta, GA 30313,https://maps.google.com/?cid=8321590912046444759,(404) 881-9614,1.31E+11,74.45806,5782.39947,505.39801,,
309,Centennial Place Apartments,33.768731,-84.392383,ChIJla4DuXwE9YgR3yCtvTqd2WA,30332,http://centennialplaceapartments.com/,526 Centennial Olympic Park Dr NW, Atlanta, GA 30313,https://maps.google.com/?cid=6978781973203198175,(844) 315-8084,1.31E+11,77.12797,5809.39965,600.741028,,
358,Center Street Apartments,33.779811,-84.401754,ChIJc7zVnowE9YgRjx4A4Enest0,30377, ,939 Hemphill Ave NW, Atlanta, GA 30318,https://maps.google.com/?cid=15975075237108653711,(404) 894-2470,1.31E+11,14.46451,4430.39942,1144.939941,,
100,Centra Villa Apartments,33.707999,-84.456074,ChIJr9gKrCMd9YgRAirSCWlWbYM,30311,http://rjamesproperties.com/properties/centra-villa-apartments/,1717 Centra Villa Dr SW, Atlanta, GA 30311,https://maps.google.com/?cid=9470320600566344194,(404) 753-2888,1.31E+11,0.58718,1865.39495,1827.530029,,
25,Central Park Apts,33.650315,-84.484404,ChIJp50QFl7i9IgRkbqWBK6rxlU,30337,http://www.aptforrentatlanta.com/,2900 Camp Creek Pkwy, College Park, GA 30337,https://maps.google.com/?cid=6180816302502230673,(404) 762-9691,1.31E+11,0.40113,2065.39154,568.684998,,
660,Century Peachtree Creek Apartments,33.865821,-84.286006,ChIJS_KcCD4I9YgRSIs361Kv7_4,30341,http://www.centurypeachtreecreek.com/,3001 Northeast Expy, Atlanta, GA 30341,https://maps.google.com/?cid=18370094175736007496,(770) 455-4408,1.31E+11,2.0054,3545.40794,937.710999,,
298,Century Skyline Apartments,33.764897,-84.382617,ChIJW753I3EE9YgRPIrVZI9jerE,30332,http://www.centuryskylineapts.com/,396 Piedmont Ave NE, Atlanta, GA 30308,https://maps.google.com/?cid=12788643559395134012,(855) 434-8045,1.31E+11,16.08094,5997.40004,812.245972,,
303,CFI At Pressley Woods,33.759747,-84.321122,ChIJGwnvPtIG9YgRy1ToQP6bJfI,30317, ,265 Kirkwood Rd NE, Atlanta, GA 30317,https://maps.google.com/?cid=17448523847629821131,(404) 378-1727,1.31E+11,0.77938,3090.40175,852.72998,,
685,Chamblee Heights Apartments,33.89297,-84.29153,ChIJLfwdlbUJ9YgRcQe4c43EBvY,30341, ,3255 Chamblee Dunwoody Rd, Chamblee, GA 30341,https://maps.google.com/?cid=17728073095001409393,(770) 451-2644,1.31E+11,5.69563,5379.40866,1103.959961,,
4,Champions Glen Apartments,33.579916,-84.532475,ChIJgfFV4rHm9IgR6nbE7QDvNuE,30291,http://www.champions-glen.com/,6425 Oakley Rd, Union City, GA 30291,https://maps.google.com/?cid=16228421094544275178,(770) 969-4453,1.31E+11,1.62604,2288.38689,1061.170044,,
800,Champions Green Apartments,34.001014,-84.280404,ChIJaSd81aIK9YgRUPKCIA3c-Z4,30022,http://venterraliving.com/championsgreen/rent_pricing_availability?id=CHGGGM006,1001 Champions Green Pkwy, Alpharetta, GA 30022,https://maps.google.com/?cid=11455429076131705424,(678) 534-7168,1.31E+11,0.70267,2355.41356,1399.959961,,
174,Chapel Run Apartments,33.711649,-84.205861,ChIJMevdr5ir9YgRPUGFTgS1E8Q,30035,http://www.chapelrunapartments.com/,4522 Snapfinger Woods Dr, Decatur, GA 30035,https://maps.google.com/?cid=14128835486093230397,(770) 808-5777,1.31E+11,1.16935,2675.4042,801.927002,,
687,Charleston Court,33.903599,-84.374368,ChIJfXd3vMIO9YgRv3awLKzgC6Y,30342,http://charlestoncourt.net/,5450 Glenridge Dr, Atlanta, GA 30342,https://maps.google.com/?cid=11964903865128613567,(404) 303-9226,1.31E+11,5.76323,4875.40613,1685.25,,
160,Charleston Pointe,33.721511,-84.324306,ChIJabGD3w8B9YgRZ6cmFsegbUQ,30316,http://www.charlestonpointehoa.com/outside_home.asp,1590 Charleston Walk SE, Atlanta, GA 30316,https://maps.google.com/?cid=4930773943971129191,(404) 381-0048,1.31E+11,0.4501,2286.4001,1272.689941,,
17,Chastain Crossings Apartments,33.628032,-84.474867,ChIJVTrhAgLj9IgROyZyB7Y7N4E,30337, ,2601 Roosevelt Hwy, College Park, GA 30337,https://maps.google.com/?cid=9310976407606797883,(404) 768-8306,1.31E+11,0.47886,1869.39101,1210.079956,,
666,Chastain Terrace Apartments,33.887014,-84.378883,ChIJnXP40x4P9YgRYonzZyC_ANE,30342,http://www.mychastainterrace.com/,240 Franklin Rd, Atlanta, GA 30342,https://maps.google.com/?cid=15060247299830810978,(844) 229-2955,1.31E+11,2.24731,4044.40534,1459.829956,,
260,Chateau Chennault,33.758269,-84.418024,ChIJlQUew18D9YgRVgBMuvrODlc,30310, ,936 Mayson Turner Rd NW, Atlanta, GA 30314, GA 30314, USA,https://maps.google.com/?cid=6273178907236368470, ,1.31E+11,1.21851,3272.39821,658.974976
643,Chateau Montagne Apartments,33.856376,-84.298049,ChIJ_____zsG9YgR2jk5dfmn28k,30345,http://www.chateau-montagne.com/,2628 Northeast Expy, Atlanta, GA 30345,https://maps.google.com/?cid=14545404111378528730,(404) 633-4286,1.31E+11,2.30223,3783.40675,1607.349976,,
664,Chateau Villa Apartments,33.883397,-84.379332,ChIJ7W61CxkP9YgREYndZBltPsQ,30342, ,4717 Roswell Rd S1, Atlanta, GA 30342,https://maps.google.com/?cid=14140859835823786257,(404) 255-2766,1.31E+11,2.1321,4344.40503,1300.310059,,
222,Chelsea Place Apartments,33.717531,-84.112315,ChIJ8XPA3pGt9YgR9Y9VqDal6N4,30038,http://www.livewellchelseaplace.com/chelsea-place-lithonia-ga,2361 Parc Chateau Dr, Lithonia, GA 30058,https://maps.google.com/?cid=16062269725187870709,(770) 482-2530,1.31E+11,1.83272,2008.40756,1032.790039,,
76,Chez Moi Apartments,33.684373,-84.401547,ChIJscTW044C9YgRNTyWk6T9V1A,30354, ,2585 Beeler Dr SW, Atlanta, GA 30315,https://maps.google.com/?cid=5789374729300622389,(678) 705-7850,1.31E+11,2.61797,2024.39552,735.005005,,
786,Circa 400 Apartment Homes,33.981725,-84.345592,ChIJ0UVqTXgL9YgRchC-n5A1TqQ,30350,http://www.circa400.com/,501 Northridge Rd, Atlanta, GA 30350,https://maps.google.com/?cid=11839459365675208818,(678) 448-4150,1.31E+11,5.20497,2972.41012,917.843994,,
226,City Plaza Apartments,33.74882,-84.391806,ChIJjaxHa4MD9YgRiFw9e1lKeiY,30303,http://www.cityplazajmg.com/,133 Trinity Ave SW, Atlanta, GA 30303,https://maps.google.com/?cid=2772610268780125320,(678) 608-4352,1.31E+11,67.02457,5085.39917,908.02301,,
289,City View Apartments,33.761323,-84.373587,ChIJ90CrEAsE9YgRIdPvubM5-S4,30306,http://www.cityviewatlanta.com/,433 Highland Ave NE, Atlanta, GA 30312,https://maps.google.com/?cid=3384800039027069729,(404) 223-9260,1.31E+11,7.47403,5384.40013,2224.669922,,
640,CityNORTH Apartments,33.850352,-84.248006,ChIJJdkIW92n9YgRBdgth1gVnQQ,30345,http://www.citynorthatlanta.com/,3421 Northlake Pkwy NE, Atlanta, GA 30345,https://maps.google.com/?cid=332445417464518661,(770) 723-7036,1.31E+11,7.79633,4562.4084,2170.51001,,
262,CityWalk Apartments,33.75532,-84.38128,ChIJh2xtLYYD9YgR6dYotPlD8fc,30303,http://www.citywalkatl.com/,171 Auburn Ave NE, Atlanta, GA 30303,https://maps.google.com/?cid=17866135936503961321,(404) 521-3008,1.31E+11,67.39808,5663.39971,678.637024,,
503,Clairmont Crest Beautyshop,33.808519,-84.308894,ChIJPwNYuq0H9YgRb8pixsQ3RdE,30033, ,1861 Clairmont Rd, Decatur, GA 30033,https://maps.google.com/?cid=15079520245601454703,(404) 329-1857,1.31E+11,7.14707,4402.40458,1661.660034,,
466,Clairmont Reserve,33.80086,-84.308225,ChIJ6W_0F6oH9YgROuBqazgSDRA,30322,http://www.clairmontreserve.com/,1575 Clairmont Rd, Decatur, GA 30033,https://maps.google.com/?cid=1156600712833720378,(404) 315-8101,1.31E+11,22.78613,4116.40378,914.174011,,
485,Clarkston Oaks Apartments,33.798707,-84.247186,ChIJh0vgdEuo9YgR7BFDw5-drwY,30021,http://rjamesproperties.com/properties/clarkston-oaks/,767 Northern Ave, Clarkston, GA 30021,https://maps.google.com/?cid=481776994653245932,(404) 294-1488,1.31E+11,1.31324,3103.4064,633.517029,,
548,Clarkston Station Apartments,33.815126,-84.242679,ChIJn48fS0Ko9YgRHy01615SIbI,30021,http://www.clarkstonstationapts.com/,3629 Montreal Creek Cir, Clarkston, GA 30021,https://maps.google.com/?cid=12835630980609158431,(404) 508-3118,1.31E+11,0.70093,3075.40727,844.557007,,
530,Clarkston Townhomes,33.810086,-84.245118,ChIJYy3nY0ao9YgRVUwmYft5JdM,30021,http://rjamesproperties.com/properties/clarkston-townhomes/,3519 W Hill St, Clarkston, GA 30021,https://maps.google.com/?cid=15214701036714740821,(404) 296-4125,1.31E+11,1.32975,3138.4067,824.588013,,
483,Clifton Glen Apartments,33.794938,-84.214227,ChIJYWCz8x2p9YgRDZ7VcYynh8o,30072,http://www.cliftonglen.com/,600 Hambrick Rd, Stone Mountain, GA 30083,https://maps.google.com/?cid=14593817339164466701,(678) 554-4559,1.31E+11,1.27513,2586.40748,1145.699951,,
447,Clifton Towers,33.797726,-84.322201,ChIJkcHkLvgG9YgRzbaHxVmKuJo,30322, ,1501 Clifton Rd, Atlanta, GA 30322,https://maps.google.com/?cid=11148812995726390989, ,1.31E+11,22.78613,4116.40378,914.174011,,
30,Club House Townhomes,33.652226,-84.469467,ChIJuUkhYI3i9IgREgk-OOFtzT8,30337, ,3800 Herschel Rd, College Park, GA 30337,https://maps.google.com/?cid=4597451608693803282, ,1.31E+11,1.10352,1961.39202,1395.689941,,
496,CoHo,33.815213,-84.397263,ChIJWfvt5QcF9YgRvBaszKADxKI,30002,http://www.cohoatl.com/,177 N Colonial Homes Cir NW, Atlanta, GA 30309,https://maps.google.com/?cid=11728503318743094972,(855) 269-9069,1.31E+11,9.78642,5227.4015,1581.02002,,
269,Collier Heights Apartments,33.764942,-84.457744,ChIJz_d-Nl4b9YgRAMn03UusdIE,30314, ,2125 Joseph E. Boone Blvd NW, Atlanta, GA 30314,https://maps.google.com/?cid=9328270170037471488,(404) 792-0679,1.31E+11,0.40916,2114.39725,751.25,,
475,Collier Ridge Apartments,33.813956,-84.425831,ChIJIRy-zDoF9YgRywiG-ddiN3c,30325,http://www.collierridge.com/,100 Noble Creek Dr NW, Atlanta, GA 30327,https://maps.google.com/?cid=8590443493976312011,(404) 351-8548,1.31E+11,1.84108,3801.40049,1727.150024,,
833,Collingwood Apartments,34.04931,-84.261791,ChIJl9FLeNuf9YgRSeJsO4m_94o,30005,http://www.collingwoodram.com/,3400 Kimball Bridge Rd, Alpharetta, GA 30022,https://maps.google.com/?cid=10013682892610003529,(770) 667-3211,1.31E+11,4.28483,2520.41684,2404.929932,,
762,Colonial Grand at Mount Vernon,33.937758,-84.350349,ChIJQSLg9P4L9YgR6oQp51eC2G8,30338,http://cgmountvernon.maac.com/,100 Preston Woods Trail, Dunwoody, GA 30338,https://maps.google.com/?cid=8059334847231526122,(770) 668-9292,1.31E+11,10.66291,6869.40843,1535.150024,,
497,Colonial Homes Apartments,33.815173,-84.39656,ChIJ4eCNIKgF9YgReOZ6JpQafwc,30002,http://colonialhomesatlanta.com/,177 N Colonial Homes Cir NW, Atlanta, GA 30309,https://maps.google.com/?cid=540179703910819448,(404) 355-0580,1.31E+11,9.78642,5227.4015,1581.02002,,
74,Colonial Square,33.68332,-84.396162,ChIJiadlgWIC9YgRyrJT48u4J7U,30354, ,2637 Old Hapeville Rd SW, Atlanta, GA 30315,https://maps.google.com/?cid=13053605230788457162,(404) 767-1894,1.31E+11,0.51734,2080.39627,683.468018,,
29,Colony At Camp Creek,33.653992,-84.494293,ChIJ6zeUpGni9IgR5talA8OhNN0,30344, ,3222 Kenelworth Dr, Atlanta, GA 30344,https://maps.google.com/?cid=15939542840122922726,(404) 765-4926,1.31E+11,1.33657,2470.39145,851.117981,,
243,Colony Ridge Apartments,33.737563,-84.242057,ChIJgWUsoTuq9YgRXyvazKBa3Mw,30035, ,4373 Glenwood Rd, Decatur, GA 30032,https://maps.google.com/?cid=14761773325291760479,(404) 549-6581,1.31E+11,0.60601,2155.40387,1092.699951,,
38,Colony Square Apartments Inc,33.64899,-84.360855,ChIJ82tH5-b99IgRv-hORZV9PGs,30354, ,925 Conley Rd SE, Atlanta, GA 30354,https://maps.google.com/?cid=7727189140727326911,(404) 366-2850,1.31E+11,1.04584,1694.3964,1022.890015,,
52,Columbia At South River Garden,33.659807,-84.355103,ChIJBS_0n_399IgR84_T5coBSIo,30354,http://www.columbiares.com/property/columbia-south-river-gardens,3450 Forrest Park Rd SE, Atlanta, GA 30354,https://maps.google.com/?cid=9964216146508091379,(404) 968-0043,1.31E+11,1.04584,1694.3964,1022.890015,,
92,Columbia At Sylvan Hills,33.700395,-84.426262,ChIJA7iu-xUd9YgReGe_TuN9aKs,30344,http://www.columbiares.com/property/columbia-sylvan-hills-0,1150 Astor Ave SW, Atlanta, GA 30310,https://maps.google.com/?cid=12351260393295800184,(404) 756-6788,1.31E+11,1.74787,2010.39567,378.674988,,
123,Columbia Blackshear,33.711511,-84.383133,ChIJact0qlMC9YgRfjodAPwQklY,30315,http://www.columbiares.com/property/columbia-blackshear-senior-residences,14 Meldon Ave SE, Atlanta, GA 30315,https://maps.google.com/?cid=6238067108381276798,(404) 525-0558,1.31E+11,1.81645,2192.39759,504.93399,,
200,Columbia Candler Forest,33.727087,-84.281501,ChIJmVkaQpcA9YgRhlIlB8xPvSQ,30032,http://www.columbiares.com/property/candler-forrest-apartments,2145 Candler Rd, Decatur, GA 30032,https://maps.google.com/?cid=2647359893675528838,(678) 904-3174,1.31E+11,0.35389,2292.40155,493.38501,,
285,Columbia Citi Homes,33.757916,-84.344924,ChIJTxOlP60G9YgRoKN8upka1CQ,30307,http://www.columbiares.com/,165 Marion Pl NE, Atlanta, GA 30307,https://maps.google.com/?cid=2653775327989113760, ,1.31E+11,3.4164,4342.40086,651.804993,,
212,Columbia Commons Apartments,33.751497,-84.470531,ChIJMbts-I8c9YgRiscBgpAax4E,30311,http://www.columbiares.com/property/columbia-commons,2524 M.L.K. Jr Dr NW, Atlanta, GA 30311,https://maps.google.com/?cid=9351472359216891786,(404) 699-7597,1.31E+11,2.28673,1863.39592,594.075012,,
404,Columbia Crest,33.794019,-84.450333,ChIJQWn70DwU9YgRyZCfhgP_xX4,30318,http://www.columbiares.com/,1903 Drew Pl NW, Atlanta, GA 30318,https://maps.google.com/?cid=9134987809799508169,(404) 792-3321,1.31E+11,0.66627,2704.39855,411.492004,,
159,Columbia Mill Apartments,33.720184,-84.314602,ChIJoVILKgMB9YgRNBKcgX-XYt8,30316,http://www.columbiares.com/property/columbia-mill,2239 Flat Shoals Rd SE, Atlanta, GA 30316,https://maps.google.com/?cid=16096594592066703924,(404) 241-7441,1.31E+11,0.50023,2319.40048,478.739014,,
385,Columbia Park Citi,33.790285,-84.449452,ChIJMcR7Ejob9YgRaYuSVxJa2hA,30369,http://www.columbiares.com/,921 Westmoreland Cir NW, Atlanta, GA 30318,https://maps.google.com/?cid=1214382084354902889,(404) 792-7771,1.31E+11,0.66627,2704.39855,411.492004,,
246,Columbia Place Apartments,33.739351,-84.254639,ChIJyQ_tzhCq9YgR1iwV9g0hC8s,30032, ,1776 S Columbia Pl, Decatur, GA 30032,https://maps.google.com/?cid=14630824158290062550,(404) 288-9461,1.31E+11,0.65436,2672.40336,920.21698,,
216,Columbia Tower,33.744133,-84.383576,ChIJC8Sr-ZAD9YgRcBD42b7YltE,30321,http://www.columbiares.com/,380 Martin St SE, Atlanta, GA 30312,https://maps.google.com/?cid=15102496714645835888,(404) 230-7556,1.31E+11,15.07743,4850.39901,302.247986,,
287,Columbia Townhomes At Edgewood,33.75768,-84.340971,ChIJ_74EILMG9YgRd0NE9HI25qE,30307,http://www.columbiares.com/property/retreat-edgewood-townhomes,150 Hutchinson St NE, Atlanta, GA 30307,https://maps.google.com/?cid=11666071752102134647,(404) 577-9001,1.31E+11,3.38274,4138.40106,448.839996,,
208,Columbia Village Apartment,33.734152,-84.310349,ChIJZ_VbuN8A9YgRw9qa3i5CDTQ,30317,http://www.columbiares.com/,100 Jessica Ave, Decatur, GA 30032,https://maps.google.com/?cid=3750726833740110531,(404) 377-2445,1.31E+11,0.37735,2414.40096,679.905029,,
755,Columns At Lakeridge,33.927665,-84.307535,ChIJ6yHvKYQJ9YgRMC6loL1NcXg,30338,http://www.columnsapartments.com/apartments/ga/dunwoody/the-columns-at-lake-ridge/index.aspx,3900 Lake Ridge Ln, Dunwoody, GA 30338,https://maps.google.com/?cid=8678803433758993968,(770) 986-0788,1.31E+11,3.77977,4383.40942,1874.380005,,
293,Commons at Imperial Hotel,33.764024,-84.385498,ChIJOUonqHAE9YgRir5CGBoKHRc,30332,https://www.nationalchurchresidences.org/communities/ga/atlanta/commons-at-imperial-hotel,355 Peachtree St NE, Atlanta, GA 30308,https://maps.google.com/?cid=1665498544389406346,(404) 410-1420,1.31E+11,67.59656,6027.39978,1482.01001,,
520,Conservatory At Druid Hills,33.811516,-84.291296,ChIJeedVRL0H9YgRu5eYFeH-DKU,30322,http://viridianatlanta.com/,3421 N Druid Hills Rd, Decatur, GA 30033,https://maps.google.com/?cid=11893160958662055867,(866) 205-6563,1.31E+11,1.08662,4211.4057,1749.47998,,
96,Constitution Avenue Apartments LP,33.694295,-84.357109,ChIJR3I5HyEC9YgRTpJsa9TDRe4,30315, ,960 Constitution Rd SE, Atlanta, GA 30315,https://maps.google.com/?cid=17169344471522644558, ,1.31E+11,1.33479,2107.39781,706.739014,,
91,Constitution Hill Apartments,33.692822,-84.351796,ChIJQWHACYsB9YgROvCne0PgRJg,30288,http://www.constitution-hill.com/,1177 Constitution Rd SE, Atlanta, GA 30315,https://maps.google.com/?cid=10972141172623405114,(404) 627-8115,1.31E+11,1.33479,2107.39781,706.739014,,
319,Copenhill Lofts & Condominiums,33.768142,-84.359443,ChIJmSSmrwQE9YgRJc3GqPNn3YE,30306, ,850 Ralph McGill Blvd NE, Atlanta, GA 30306,https://maps.google.com/?cid=9357749896952073509,(404) 614-0543,1.31E+11,4.03052,5458.40089,1906.23999,,
743,Cornerstone Apartment Homes,33.920718,-84.269533,ChIJZa7dDFqn9YgRUAab3Ev45fg,30360,http://www.cornerstoneatdoraville.com/,2100 Winters Park Dr, Doraville, GA 30360,https://maps.google.com/?cid=17935014095780251216,(770) 441-1718,1.31E+11,2.70694,3920.41085,1029.26001,,
324,Cosby Spear Highrise,33.770775,-84.375096,ChIJI1qSLW0E9YgRqdRJa0rBDfQ,30332,http://www.atlantahousing.org/portfolio/index.cfm?Fuseaction=affordable_property&id=21,355 North Avenue NE, Atlanta, GA 30308,https://maps.google.com/?cid=17585924645323396265,(404) 249-1305,1.31E+11,17.82162,5824.40034,165.130997,,
147,Country Squire Atlanta Apartments,33.73674,-84.533043,ChIJSQAZ_Zoe9YgRguNzjL-Sulw,30331,http://www.countrysquirega.com/,4375 Cascade Rd, Atlanta, GA 30331,https://maps.google.com/?cid=6681814348550366082,(404) 699-1018,1.31E+11,2.32311,1588.39352,1007.47998,,
244,Courtyards At Glenview,33.745708,-84.31864,ChIJby7JPy8B9YgR22T0FIS50WM,30317, ,2035 Memorial Dr SE, Atlanta, GA 30317,https://maps.google.com/?cid=7192734056825775323,(404) 371-1006,1.31E+11,0.72837,2713.40122,784.606018,,
225,Covington Glen Apartments,33.726811,-84.179385,ChIJF8fVOHOs9YgRo_NlQrsUHNQ,30035,http://www.southwoodrealty.com/covingtonglen.htm,5816 Covington Hwy, Decatur, GA 30035,https://maps.google.com/?cid=15284114029894038435,(770) 593-4958,1.31E+11,1.40578,1880.40588,1018.640015,,
697,Creekside Apartments - Atlanta Apartments,33.893655,-84.233829,ChIJF2biYwOn9YgR-xtJt_6Zzeo,30340,http://www.creeksidega.com/,3637 Pleasantdale Rd, Atlanta, GA 30340,https://maps.google.com/?cid=16919348694376586235,(678) 937-0021,1.31E+11,3.91424,3614.41082,853.310974,,
134,Creekside Corners,33.696858,-84.171619,ChIJ1Rej8o6s9YgR7RvxImNzfsY,30038,http://hpicreeksidecorners.com/,5301 W Fairington Pkwy, Lithonia, GA 30038,https://maps.google.com/?cid=14302996336200457197,(770) 323-2265,1.31E+11,0.8265,1667.40474,1285.219971,,
133,Creekside Crossing Apartment Homes,33.696234,-84.17465,ChIJW7P-eo-s9YgRWAgS3L0rDm4,30038,http://www.creeksidecrossingapts.com/,G & E Apartment Reit Creekside, 100 Cavalier Crossing, Lithonia, USA,https://maps.google.com/?cid=7930324088287004760,(770) 808-0860,1.31E+11,1.89379,1727.40444,1287.790039,
154,Creekside Forrest,33.713516,-84.264612,ChIJYTruAXyq9YgR44JjT0ICAkU,30034, ,3000 Ember Dr, Decatur, GA 30034,https://maps.google.com/?cid=4972539422393467619,(404) 244-6114,1.31E+11,1.27011,2428.4022,902.015991,,
129,Creekside Vista,33.701357,-84.261764,ChIJ49vEyoWq9YgRGSkkj02BzgY,30034,http://www.creeksidevistaapartments.com/,3100 Lumby Dr, Decatur, GA 30034,https://maps.google.com/?cid=490471579543939353,(404) 212-9669,1.31E+11,2.48725,2344.40134,870.46698,,
194,Crestview Apartment,33.715433,-84.19119,ChIJr9j5_IWr9YgRFCiOCzIopEg,30035, ,6907 Treecrest Pkwy, Decatur, GA 30035,https://maps.google.com/?cid=5234352862318700564,(770) 987-7576,1.31E+11,1.41436,2233.40511,1096.75,,
152,Crogman School Lofts,33.72535,-84.395851,ChIJZUloBKgD9YgRuTyzsdi6lck,30315, ,1093 West Ave SW #201, Atlanta, GA 30315,https://maps.google.com/?cid=14525721613010418873,(404) 614-0808,1.31E+11,1.54779,2919.39751,632.520996,,
506,Cross Creek Condominiums,33.821099,-84.426129,ChIJETSoBToF9YgRVXsdK1M0-LQ,30327,http://www.crosscreek-atlanta.com/outside_home.asp,1221 Cross Creek Pkwy NW, Atlanta, GA 30327,https://maps.google.com/?cid=13040230252861553493,(404) 351-7600,1.31E+11,1.84108,3801.40049,1727.150024,,
111,Crystal Point Apartments,33.693446,-84.256285,ChIJp-v_dJGq9YgRm9umWDk5D7k,30034, ,Peppertree Cir, Decatur, GA 30034,https://maps.google.com/?cid=13334939940130577307,(404) 243-9095,1.31E+11,3.88911,2116.40134,863.017029,,
848,Cypress Point Apartment Homes,34.072657,-84.255824,ChIJ02Ft5jCe9YgRJ5fE48NS7Oo,30005,http://www.apartmentalpharettaga.com/,3500 North Point Pkwy, Alpharetta, GA 30005,https://maps.google.com/?cid=16927996100672263975,(770) 783-3462,1.31E+11,6.77896,2984.4177,2552.800049,,
436,Decatur Christian Towers,33.789796,-84.288395,ChIJy4_bVXIH9YgRgUhCVS2N2PM,30030,http://www.christiantowers.com/,1438 Church St, Decatur, GA 30030,https://maps.google.com/?cid=17570949172029442177,(404) 377-5507,1.31E+11,7.15812,4812.4043,554.619995,,
416,Decatur Crossing,33.780052,-84.27759,ChIJUy3mYWYH9YgRhCY91RbAGUU,30030,http://www.decaturcrossingapartments.com/,100 Grayson Pl, Decatur, GA 30030,https://maps.google.com/?cid=4979222067334162052,(404) 298-1991,1.31E+11,7.93509,4627.40465,1446.199951,,
81,Deerfield Gardens,33.699284,-84.484696,ChIJ9boAKqEd9YgR0RoLw48i-aQ,30311,http://www.deerfieldgardens.com/,2909 Campbellton Rd SW, Atlanta, GA 30311,https://maps.google.com/?cid=11887570692269087441,(404) 344-6080,1.31E+11,0.50506,2111.39363,739.226013,,
854,Deerfield Village Apartments,34.098158,-84.256204,ChIJ5Ro5bQ6e9YgRDUDIZB2WGg0,30004,http://www.liveatdeerfieldvillage.com/,13085 Morris Rd, Alpharetta, GA 30004,https://maps.google.com/?cid=944232124876603405,(770) 569-8600,1.31E+11,4.8192,3345.41816,2727,,
464,Defoors Crossing Apartments,33.812493,-84.425871,ChIJedSMsCUF9YgRKP0PSCjW6O8,30325,http://www.habershamapts.com/,2100 Defoors Ferry Rd NW, Atlanta, GA 30318,https://maps.google.com/?cid=17287302638157692200,(404) 350-9051,1.31E+11,2.96353,3110.40016,2552.189941,,
752,Delido Apartments,33.92759,-84.313933,ChIJ4b5yNH8J9YgR0RjGtq012sY,30338, ,4685 Chamblee Dunwoody Rd, Dunwoody, GA 30338,https://maps.google.com/?cid=14328824184644704465,(770) 458-2868,1.31E+11,3.11113,4874.4092,2132.540039,,
79,Delowe Village Apartments,33.690605,-84.457073,ChIJl1o0u0Ed9YgR8qe8ujXln40,30344, ,2360 Delowe Dr, East Point, GA 30344,https://maps.google.com/?cid=10205127299573786610,(404) 762-9871,1.31E+11,0.49247,1885.39437,1300.709961,,
373,Derrydown Quads & Houses,33.771882,-84.280462,ChIJex7Z0lwH9YgRIOb4yKt-6mg,30030,http://rjamesproperties.com/properties/derrydown-quads-houses/,784 Derrydown Way, Decatur, GA 30030,https://maps.google.com/?cid=7559994200771061280,(404) 377-7087,1.31E+11,1.17305,3505.4039,1547.839966,,
150,Devon Place,33.700304,-84.159458,ChIJv_KQNPSs9YgR5u6cToogCFE,30038,http://www.devonplaceapartments.com/,421 Meadowood Dr, Lithonia, GA 30038,https://maps.google.com/?cid=5838952695282331366, ,1.31E+11,0.20718,1636.40521,805.659973,,
671,Dewberry Isle,33.890543,-84.379301,ChIJoUXPFR4P9YgRudrFq3r592Q,30342, ,240 E Belle Isle Rd NE, Atlanta, GA 30342,https://maps.google.com/?cid=7275558028303522489, ,1.31E+11,2.24731,4044.40534,1459.829956,,
27,Diplomat Townhouse Apartments,33.650366,-84.478772,ChIJ8Y_NOfXi9IgRzBzvsK8736Q,30337, ,2700 Camp Creek Pkwy, College Park, GA 30337,https://maps.google.com/?cid=11880279967800433868,(404) 565-0104,1.31E+11,0.40113,2065.39154,568.684998,,
47,Dodson Courtyard Apartments,33.666798,-84.472547,ChIJVZQbfITi9IgR_PAcYDzRlXI,30344,http://rjamesproperties.com/properties/dodson-courtyard/,3250 Dodson Drive Connector, East Point, GA 30344,https://maps.google.com/?cid=8256735549094424828,(404) 767-5322,1.31E+11,0.307,2013.39272,1001.419983,,
