apartment_name,latitude,longitude,place_id,zipcode,website,property_address,map_url,phone
The Arbors Apartments,33.8657896,-84.1854093,ChIJISDZUt-l9YgR2yJuzCBP2uM,30084,http://www.thearborsaptsatl.com/,"100 Arbor Cir, Tucker, GA 30084, USA",https://maps.google.com/?cid=16418522393819882203,(855) 220-2380
Northgate Townhouses,33.8424701,-84.2306086,ChIJj54oqdWn9YgRqCT39SEcC60,30084,,"3555 Lawrenceville Hwy, Tucker, GA 30084, USA",https://maps.google.com/?cid=12469090925491463336,(770) 934-7869
Bradford Park Apartments,33.8359938,-84.2099182,ChIJjVWL-p6o9YgRQ7IoDu53-wc,30084,,"1839 Fellowship Rd #C, Tucker, GA 30084, USA",https://maps.google.com/?cid=575185241743340099,(770) 939-3178
Northlake Apartments,33.8406304,-84.2427096,ChIJk24nLnao9YgRgIeRev9qcIc,30084,http://atlnorthlake.prospectportal.com/,"2006 Northlake Pkwy, Tucker, GA 30084, USA",https://maps.google.com/?cid=9759418038017427328,(404) 539-9662
Stanford Oaks,33.8444913,-84.2118236,ChIJp0eQUyGm9YgRMn0Hw9tJqC8,30084,http://www.stanfordoaksapartments.com/,"2035 Idlewood Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=3434075924088716594,(770) 884-4670
Paces Crossing,33.8756718,-84.1890572,ChIJPY1WY3mm9YgR-Ybhnho05lQ,30084,http://www.pacescrossingapartments.com/,"4300 Jimmy Carter Blvd, Norcross, GA 30093, USA",https://maps.google.com/?cid=6117634432768771833,(770) 676-1145
Gwinnett Station,33.8916556,-84.2084689,ChIJse0fEPOm9YgRpCeXtSplTzY,30084,http://www.gwinnettstation.com/,"1250 Old Norcross Tucker Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=3913457835317864356,(770) 615-7385
Grove Point Apartments,33.877701,-84.189701,ChIJua_U43um9YgRvK2p8Wwm6qg,30084,http://www.grovepointapts.com/,"4350 Jimmy Carter Blvd, Norcross, GA 30093, USA",https://maps.google.com/?cid=12171583192274939324,(770) 621-0055
Green Park Apartments,33.843747,-84.250713,ChIJuVsxfOCn9YgR9Siaz2yd2u8,30084,http://greenparkapts.com/,"2037 Weems Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=17283299610652715253,(770) 724-5006
Carrington Chase Apartments,33.8901255,-84.2117982,ChIJV3DdLI2m9YgRjqoRIdP27qg,30084,http://www.carringtonchasetucker.com/,"6280 S Norcross Tucker Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=12172938229482367630,(770) 934-1404
Lakeview Estates,33.894039,-84.209158,ChIJX9l11fOm9YgRgnCHwExBUhc,30084,,"6168 S Norcross Tucker Rd, Tucker, GA 30084, USA",https://maps.google.com/?cid=1680477408866037890,(770) 938-4009
Colonial Place Apartments,33.8949067,-84.2128762,ChIJz5zlAPKm9YgRyoRlRuQC7uY,30084,http://rjamesproperties.com/properties/colonial-place/nggallery/image/cp-sign,"9952 S National Cir NW, Tucker, GA 30084, USA",https://maps.google.com/?cid=16640240852637418698,(770) 270-1663
Terra Creek,33.8132081,-84.1882253,ChIJi346AMuo9YgRKGUBSn5NxYU,30086,,"4900 Central Dr, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=9639195782259238184,(877) 635-2678
Landmark at MountainView,33.8182892,-84.1815751,ChIJsYGGNEqv9YgR4Z72Xb7VacQ,30086,http://www.landmarkatmountainview.com/,"1310 Wood Bend Dr, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=14153078317585440481,(770) 498-4281
Oakwood Vista Apartments,33.872143,-84.189434,ChIJ2zMTQXem9YgRYN6u974CXEY,30087,http://www.oakwoodvista.com/,"100 Ardsley Pl, Norcross, GA 30093, USA",https://maps.google.com/?cid=5069930299734810208,(770) 621-0160
Highland Grove Apartments,33.8286925,-84.1122361,ChIJid5dRvev9YgRyXOLoiyTIaM,30087,,"1900 Glenn Club Dr, Stone Mountain, GA 30087, USA",https://maps.google.com/?cid=11754838322328597449,(770) 879-0400
Ashland Pines Apartments,33.757295,-84.196145,ChIJA7hb81Cp9YgRfh0m6RAeDrI,30088,http://www.ashlandpinesapts.com/,"1247 Adcox Rd, Stone Mountain, GA 30088, USA",https://maps.google.com/?cid=12830225446405021054,(877) 959-7313
Sterling chase apts,33.7953342,-84.2088133,ChIJEyfWgeCo9YgRjEmEQtkAo3Q,30088,,"400 Ashley Pl, Stone Mountain, GA 30083, USA",https://maps.google.com/?cid=8404562262727346572,(404) 292-5286
Stoneridge at Hidden Hills,33.728756,-84.187354,ChIJnWb9EfWr9YgR5r5lScVB5sQ,30088,http://stoneridgeathiddenhills.cflane.com/,"1000 Hidden Chase, Stone Mountain, GA 30088, USA",https://maps.google.com/?cid=14188099991673093862,(770) 987-8933
Antioch Manor Estates,33.7380554,-84.1962432,ChIJp36R_e-r9YgRTTNgv4Knrgs,30088,http://www.antiochmanorliving.com/,"4711 Bishop Ming Blvd, Stone Mountain, GA 30088, USA",https://maps.google.com/?cid=841794360363201357,(770) 322-8839
Villages of East Lake,33.7436867,-84.3147705,ChIJuVTPLC8B9YgR_1NXGEbmRZw,30088,http://eastlakeatl.com/,"460 E Lake Blvd SE, Atlanta, GA 30317, USA",https://maps.google.com/?cid=11260659632040268799,(404) 373-9598
The Promenade at Berkeley,33.9922521,-84.1679111,ChIJ0XsHMD6i9YgRQRFm2-rhJwQ,30097,http://www.livewellpromenadeatberkeley.com/,"3750 Peachtree Industrial Blvd, Duluth, GA 30096, USA",https://maps.google.com/?cid=299456299062923585,(770) 497-8640
Aylesbury Farms Apartments,34.0487904,-84.181449,ChIJ78yCXc2Y9YgRkAF-bLHqfX8,30097,,"6115 Abbotts Bridge Rd, Johns Creek, GA 30097, USA",https://maps.google.com/?cid=9186756862655988112,(770) 476-5515
Colonial Grand at River Plantation,34.0081614,-84.1742135,ChIJ979itgii9YgRnqKd5cMuOsE,30097,http://cgriverplantation.maac.com/,"4130 Plantation Trace Dr, Duluth, GA 30096, USA",https://maps.google.com/?cid=13923492616875123358,(770) 623-3244
The Retreat at Johns Creek,34.0164065,-84.1811084,ChIJ9W0_BaqY9YgRJCUtWOjMR5Y,30097,http://www.retreatatjohnscreekapartments.com/,"6005 State Bridge Rd, Johns Creek, GA 30097, USA",https://maps.google.com/?cid=10828849127319479588,(770) 232-0708
The Atlantic Howell Station Apartments of Duluth,33.9962676,-84.1699922,ChIJB95hnRai9YgRvymPeZ76LQk,30097,http://www.howellstationliving.com/,"3655 Peachtree Industrial Blvd, Duluth, GA 30096, USA",https://maps.google.com/?cid=661460278844533183,(770) 476-1005
Berkshires at Howell Station Apartments,33.996645,-84.169892,ChIJB95hnRai9YgRZOH9V7xMwNs,30097,,"3655 Peachtree Industrial Blvd, Duluth, GA 30096, USA",https://maps.google.com/?cid=15834740661648482660,(770) 476-1005
The Oaks at Johns Creek,34.0602347,-84.1615436,ChIJDavHE9mY9YgRrMF2b6D_XP0,30097,http://www.oaksatjohnscreek.com/,"11000 Lakefield Pl, Johns Creek, GA 30097, USA",https://maps.google.com/?cid=18256748053983052204,(678) 615-7730
Johns Creek Hearthside,34.0568466,-84.1749278,ChIJ-fbmtGKi9YgRClozoPnJU8s,30097,http://www.hearthsidejohnscreek.com/,"11340 Medlock Bridge Road, Johns Creek, GA 30097",https://maps.google.com/?cid=14651276086738115082,(770) 418-0555
Berkeley Landing,33.9915791,-84.1699746,ChIJjbdnRzyi9YgROyn0G5m3YBA,30097,http://www.berkeleylanding.com/,"3700 Peachtree Industrial Blvd, Duluth, GA 30096, USA",https://maps.google.com/?cid=1180144970597935419,(770) 476-9422
Woodmere Trace Apartments,33.9937186,-84.1597149,ChIJJYZy10Gi9YgR7HtHjFCgTfM,30097,http://www.woodmeretrace.com/,"3550 Pleasant Hill Rd, Duluth, GA 30096, USA",https://maps.google.com/?cid=17531845192234531820,(770) 497-0584
Overlook At Berkeley Lake,33.9896996,-84.1626643,ChIJJZvrRj-i9YgRHFWcvebbVlY,30097,http://overlookatberkeleylakeapts.com/,"3475 Pleasant Hill Rd, Duluth, GA 30096, USA",https://maps.google.com/?cid=6221401719329019164,(770) 217-9612
The Regency At Johns Creek Walk,34.0526584,-84.1756314,ChIJKQmWgdCY9YgRs4sld9Wk31A,30097,http://www.regencyjohnscreek.com/,"11134 Medlock Bridge Rd, Johns Creek, GA 30097, USA",https://maps.google.com/?cid=5827557679574649779,(770) 495-8000
Colonial Grand at Berkeley Lake,33.9964352,-84.1667225,ChIJNc2O-hSi9YgRAh9-RHxrSPM,30097,http://cgberkeleylake.maac.com/,"100 Bradford Creek Trail NW, Duluth, GA 30096, USA",https://maps.google.com/?cid=17530379731008888578,(770) 622-0405
Colonial Grand at River Oaks,34.008572,-84.176143,ChIJT1FHqAWi9YgRM8j_0v4Y09o,30097,http://cgriveroaks.maac.com/,"4400 Pleasant Hill Rd, Duluth, GA 30096, USA",https://maps.google.com/?cid=15767974203094976563,(770) 623-6900
Avonlea on the River,34.0145582,-84.1819022,ChIJTaf56gOi9YgRqMARxCz9YvY,30097,http://www.avonleaontheriver.com/,"6015 State Bridge Rd, Johns Creek, GA 30097, USA",https://maps.google.com/?cid=17754031049757802664,(770) 232-4600
Howell Bridge Apartments,34.0106716,-84.1666315,ChIJTdKMqjGi9YgReClBNCJaLI0,30097,http://www.howellbridge.com/,"3350 Peachtree Industrial Blvd, Duluth, GA 30096, USA",https://maps.google.com/?cid=10172604761275181432,(770) 476-0385
Proctor Square,34.0005492,-84.143247,ChIJVfQUgmKi9YgRczn3rVucVxo,30097,http://www.greenleafmgmt.com/,"3441 Fox St NW, Duluth, GA 30096, USA",https://maps.google.com/?cid=1898157685534570867,(770) 476-5673
Wesley Plantation Apartments,33.998703,-84.17113,ChIJYYtQyhOi9YgR6cjhCG3k-6k,30097,http://www.wesleyplantation.com/,"3575 Peachtree Industrial Blvd, Duluth, GA 30096, USA",https://maps.google.com/?cid=12248634768515778793,(770) 497-0711
The Broadway at East Atlanta,33.7311323,-84.3238827,ChIJ9QWjoRcB9YgRoZXI2mxRIN4,30288,http://www.livewellbroadwayeast.com/,"1930 Flat Shoals Rd SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=16005882603643639201,(404) 241-3242
Forest Cove Apartments LLC,33.705255,-84.3563634,ChIJAaM1oykC9YgR0OZsadJxR-4,30288,,"310 Thomasville Blvd SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=17169817252899120848,(404) 622-0580
The Park At Bouldercrest,33.687206,-84.31288,ChIJCXRRxsoB9YgRvQuU5LlolH0,30288,,"26 Bouldercrest Ln, Atlanta, GA 30316, USA",https://maps.google.com/?cid=9048972698907315133,
Norstar at Wingate Apartments,33.626575,-84.357059,ChIJD3cY_tT99IgRqFcTSMKa0yc,30288,http://cflane.com/,"4685 Courtney Dr, Forest Park, GA 30297, USA",https://maps.google.com/?cid=2869807546788698024,(404) 366-7422
Rainwood Apartments,33.598782,-84.3287896,ChIJG0bc7cH-9IgR34gQ_bJ_e0U,30288,http://www.rampartnersllc.com/lake-city-fl-apartments/rainwood/,"1885 Harper Dr, Morrow, GA 30260, USA",https://maps.google.com/?cid=5006735817479063775,(770) 961-1654
Foxhall Apartments,33.6220542,-84.3690918,ChIJp1HBbjP89IgRHjLB_APV-RM,30288,,"Forest Park, GA 30297, USA",https://maps.google.com/?cid=1439415769023722014,(404) 361-8221
Park At Fort Gillem,33.6204724,-84.3113001,ChIJq8ULXgD_9IgRwQOwDGYcBuY,30288,http://www.parkfg.com/,"7 Holland Park Dr, Ellenwood, GA 30294, USA",https://maps.google.com/?cid=16574966703208793025,(404) 363-9955
Constitution Hill Apartments,33.6928216,-84.351796,ChIJQWHACYsB9YgROvCne0PgRJg,30288,http://www.constitution-hill.com/,"1177 Constitution Rd SE, Atlanta, GA 30315, USA",https://maps.google.com/?cid=10972141172623405114,(404) 627-8115
Willow Park Apartments,33.636058,-84.342746,ChIJS0QemG_-9IgREr4W7kPOk3g,30288,http://www.newagemanage.com/willow-park.html,"1466 Rockcut Rd J1, Forest Park, GA 30297, USA",https://maps.google.com/?cid=8688514897280417298,(404) 835-2252
Norstar at Wingate,33.626985,-84.356955,ChIJty_jTNT99IgR1HBhyu6gtKY,30288,http://www.cflane.com/id/1780/norstar-at-wingate-forest-park-ga-30297,"4671 Courtney Dr, Forest Park, GA 30297, USA",https://maps.google.com/?cid=12012403053561999572,(404) 366-7422
Paisley Park Apartments,33.615214,-84.3542669,ChIJwf0N1in89IgR-wz_yV6SCgg,30288,,"1120 South Ave # C1, Forest Park, GA 30297, USA",https://maps.google.com/?cid=579436437884046587,(404) 577-7368
Paradise East Apartments,33.7133984,-84.3275509,ChIJX92abQoB9YgRe-5CpCPwuzU,30288,,"1504 Bouldercrest Rd, Atlanta, GA 30316, USA",https://maps.google.com/?cid=3871952340525444731,(404) 241-2800
Shannon Lake,33.5686818,-84.5124198,ChIJB070Rhrk9IgRud92FzIcH9I,30291,http://www.shannonlakeapts.com/,"6770 Buffington Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=15140851473710505913,(770) 969-7412
Hidden Lake Apartments,33.5690892,-84.5176291,ChIJCxwWUxnk9IgROOnstCphrzk,30291,http://www.southwoodrealty.com/hiddenlake.htm,"4050 Morgan Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=4156647817138202936,(770) 964-0717
Oakley Shoals,33.5846339,-84.5325617,ChIJeTHmZK3m9IgRt2qQ-NPxQmA,30291,,"6295 Oakley Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=6936372268814592695,(770) 964-5689
Champions Glen Apartments,33.5799163,-84.5324753,ChIJgfFV4rHm9IgR6nbE7QDvNuE,30291,http://www.champions-glen.com/,"6425 Oakley Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=16228421094544275178,(770) 969-4453
The Landings at Oak Hill,33.5851936,-84.5271889,ChIJHb3YVFPh9IgRFWdJbVed_yc,30291,http://www.livewelloakhill.com/,"4300 Flat Shoals Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=2882195285361649429,(770) 964-4202
Premier Club Apartments,33.594101,-84.5516655,ChIJHxRVhDHh9IgRWTtacs-Omzk,30291,http://www.livewellpremierclub.com/,"5100 Highpoint Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=4151068503179934553,(770) 964-9912
Autumn Hills Apartments,33.58719,-84.5345147,ChIJL3gSMk3h9IgRI_uD_siXGGE,30291,,"4483 Flat Shoals Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=6996508910639381283,(770) 969-8486
Union Station Apartments,33.5851936,-84.5271889,ChIJLxvFZazm9IgRr1bKErhfsdk,30291,,"4300 Flat Shoals Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=15686424221302019759,(770) 964-4202
Oakley Woods,33.584776,-84.531204,ChIJO-h7FK3m9IgROxi7nFfyKzM,30291,http://www.oakleywoodsbyelon.com/,"6300 Oakley Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=3687307178038466619,(678) 503-5336
Morgan Trace,33.5648967,-84.5202581,ChIJrbRZvR_k9IgRvnVGpLYFB3E,30291,http://www.morgantracebyelon.com/,"4065 Jonesboro Rd, Union City, GA 30291, USA",https://maps.google.com/?cid=8144484733121099198,(678) 503-5333
Bethel Towers,33.7562232,-84.3808303,ChIJ27wrj4kD9YgRhOeEudS5Q6I,30303,,"Jesse Hill Jr Dr NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=11692393380880639876,
Intown Apartments & Lofts,33.7500474,-84.4032651,ChIJA4eHtHsD9YgRgpbuFol2N_c,30303,http://www.intownloftsapartments.net/,"170 Northside Dr SW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=17813837182254618242,(404) 522-7598
Veranda at Auburn Point,33.7518154,-84.3769456,ChIJc9HQ6owD9YgRrrgQjXHWRAI,30303,,"115 Hilliard St SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=163491269678512302,(404) 659-2200
Ashley Auburn Pointe,33.7510383,-84.3779123,ChIJdeOFBnbC9YgRmHsldVDY4EU,30303,http://www.ashleyauburnpointe.com/,"357 Auburn Pointe Dr SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5035262223474588568,(844) 300-8115
Capitol Gateway,33.7453517,-84.384106,ChIJF9DnQ5AD9YgRiugit9xuFFA,30303,http://www.liveatcapitolgateway.com/,"89 Woodward Ave SE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=5770358916812826762,(855) 750-6984
Muse's Lofts,33.7552377,-84.3892813,ChIJGysJ5IYD9YgRVq8BBT0FeIM,30303,http://www.livethemuses.com/,"50 Peachtree St NW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=9473327575808978774,(404) 523-7344
CityWalk Apartments,33.7553204,-84.3812804,ChIJh2xtLYYD9YgR6dYotPlD8fc,30303,http://www.citywalkatl.com/,"171 Auburn Ave NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=17866135936503961321,(404) 521-3008
Artist Square,33.7468065,-84.4048732,ChIJH8AvfnAD9YgR9DAg0gVS5P8,30303,http://www.artistsquareapartments.com/,"23 Larkin Pl SW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=18438952959315292404,(404) 584-6556
City Plaza Apartments,33.7488202,-84.3918064,ChIJjaxHa4MD9YgRiFw9e1lKeiY,30303,http://www.cityplazajmg.com/,"133 Trinity Ave SW, Atlanta, GA 30303, USA",https://maps.google.com/?cid=2772610268780125320,(678) 608-4352
AMLI Management Company,33.7605251,-84.3875815,ChIJmy2YWWkV9YgRFwKjnBFq8qQ,30303,http://www.amli.com/,"260 Peachtree St NW #1700, Atlanta, GA 30303, USA",https://maps.google.com/?cid=11885678990459077143,(770) 281-3300
The Villages At Castleberry Hill,33.7467316,-84.4083484,ChIJP5bF3m8D9YgRRpysdkBL_8M,30303,http://www.villageatcastleberryhill.com/,"600 Greensferry Ave SW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=14123089696698178630,(404) 523-1330
Metropolitan,33.754668,-84.3906335,ChIJR84HyIYD9YgRFHFKxN5h-Ro,30303,,"20 Marietta St, Atlanta, GA 30303, USA",https://maps.google.com/?cid=1943692323590926612,(404) 223-1555
One12 Courtland Apartments,33.7573476,-84.3845536,ChIJrdTNI4gD9YgRXAwqUbdnj54,30303,http://www.one12courtland.com/,"112 Courtland St NE, Atlanta, GA 30303, USA",https://maps.google.com/?cid=11425464816700623964,(855) 265-9112
The Residences at CityCenter Apartments,33.7560118,-84.4049388,ChIJwwpL5nwD9YgR8WsfMVA2wP0,30303,http://www.residencescitycenter.com/,"55 Maple St NW, Atlanta, GA 30314, USA",https://maps.google.com/?cid=18284674205173640177,(855) 696-4500
Museum Tower,33.7625563,-84.3914693,ChIJ-zMeyX4E9YgRvHDw0bxqSR4,30303,http://www.museumtower.com/Welcome-to-The-MUSEUM-TOWER-Web-Site~139461~14633.htm,"285 Centennial Olympic Park Dr NW, Atlanta, GA 30313, USA",https://maps.google.com/?cid=2182392853646307516,(404) 230-9945
Roswell Court Condominiums,33.848831,-84.381478,ChIJ0-xRPGIP9YgRARxpw_11jBw,30305,http://www.roswellcourt.com/,"39 Roswell Ct NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=2057148862567095297,(404) 812-0713
Haynes House,33.821044,-84.3888917,ChIJC2JseKMF9YgRevzWQcAqAeE,30305,http://thehayneshouse.com/,"2420 Peachtree St NW, Atlanta, GA 30305, USA",https://maps.google.com/?cid=16213287138737192058,(404) 341-6191
The Haynes House Apartments,33.820787,-84.388823,ChIJC2JseKMF9YgRkR9mb7ubpxw,30305,http://thehayneshouse.com/?utm_source=local&utm_medium=organic&utm_content=GMB&utm_campaign=GTMA,"2420 Peachtree Rd, Atlanta, GA 30305, USA",https://maps.google.com/?cid=2064790183502815121,(404) 467-8300
Victoria Apartments,33.850271,-84.382418,ChIJd7NksmMP9YgROcu29A9Fsss,30305,http://www.habershamapts.com/property/victoria,"3518 Roswell Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=14677870070386314041,(404) 237-0228
Allure in Buckhead Village,33.837519,-84.375764,ChIJHaQ8No0F9YgRQugqRNN6p1o,30305,http://allurebuckhead.maac.com/,"360 Pharr Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=6532324832324544578,(404) 231-8743
Post Peachtree Hills,33.8185166,-84.3752759,ChIJk0R0p7gF9YgRKLhdcr1ADqw,30305,http://www.postproperties.com/GA/Atlanta/Buckhead/Post-Peachtree-Hills,"350 Peachtree Hills Ave NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=12397918006609295400,(404) 365-9511
Westminster at Buckhead Apartments,33.834644,-84.386728,ChIJL4mNlpoF9YgRaUjlUSU8gbY,30305,http://venterraliving.com/buckhead/rent_pricing_availability?id=BHGGM005,"2900 Pharr Ct S Northwest, Atlanta, GA 30305, USA",https://maps.google.com/?cid=13150858517883996265,(404) 287-2705
Piedmont Road High Rise,33.8531347,-84.3807167,ChIJn7Lt_WMP9YgRtajQLUxJLDg,30305,,"3601 Piedmont Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=4047690756634224821,(404) 814-2106
2460 Peachtree Apartments,33.8220126,-84.3883452,ChIJpz3nq6MF9YgRhFUzKH0GZJw,30305,http://www.2460peachtree.com/,"2460 Peachtree St NW, Atlanta, GA 30305, USA",https://maps.google.com/?cid=11269139302202955140,(866) 754-4279
Tremont Apartment Homes,33.853065,-84.382188,ChIJUd1GiGMP9YgRtYPs_hqO9oM,30305,http://www.livetremont.com/,"3645 Habersham Rd NE, Atlanta, GA 30305, USA",https://maps.google.com/?cid=9508943909836587957,(404) 720-5788
Highland View Apartments,33.775732,-84.364024,ChIJ4WU3wxkE9YgRzO4rBan-OrY,30306,http://highlandviewatl.com/,"784 Ponce De Leon Pl NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=13131087665441795788,(404) 881-6680
City View Apartments,33.7613233,-84.3735867,ChIJ90CrEAsE9YgRIdPvubM5-S4,30306,http://www.cityviewatlanta.com/,"433 Highland Ave NE, Atlanta, GA 30312, USA",https://maps.google.com/?cid=3384800039027069729,(404) 223-9260
Telephone Factory Lofts,33.7680976,-84.3603015,ChIJ9U9etAQE9YgRcSR8JAXDEOQ,30306,http://www.telephonefactoryapts.com/,"828 Ralph McGill Blvd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=16433849467129308273,(404) 577-0905
William Booth Towers The Salvation Army,33.7733634,-84.3503504,ChIJdSmeyqYG9YgRTRFloPvX6gY,30306,http://salvationarmyatlanta.org/,"1125 Ponce De Leon Ave NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=498448184505602381,(404) 875-7495
Braden Fellman Group Ltd,33.7734915,-84.3569387,ChIJla9vKxwE9YgRen6YxjbRidk,30306,http://bradenfellman.com/,"931 Ponce De Leon Ave NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=15675290011230043770,(404) 876-6432
Copenhill Lofts & Condominiums,33.7681422,-84.3594431,ChIJmSSmrwQE9YgRJc3GqPNn3YE,30306,,"850 Ralph McGill Blvd NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=9357749896952073509,(404) 614-0543
AMLI Ponce Park,33.7706983,-84.3657346,ChIJN8-3fBAE9YgRJ1OXXmQYGLI,30306,http://www.amli.com/apartments/atlanta/downtown/atlanta/ponce-park,"641 North Avenue NE, Atlanta, GA 30308, USA",https://maps.google.com/?cid=12833033957555000103,(404) 267-0964
1315stillwood.com,33.7831389,-84.3442229,ChIJO1iL5pkG9YgRVQjpx4Yk_dE,30306,,"1315 Stillwood Dr NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=15131290484332890197,
755North,33.7705583,-84.3629256,ChIJQxHD-BoE9YgRHdFVTbiZRac,30306,http://www.755north.com/,"755 North Avenue NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=12053208994577502493,(404) 815-0777
Columbia Townhomes At Edgewood,33.7576805,-84.3409708,ChIJ_74EILMG9YgRd0NE9HI25qE,30307,http://www.columbiares.com/property/retreat-edgewood-townhomes,"150 Hutchinson St NE, Atlanta, GA 30307, USA",https://maps.google.com/?cid=11666071752102134647,(404) 577-9001
Virginia Highlands Apartments,33.7808632,-84.3664947,ChIJ1QsEPD0E9YgRmTzScyoNpGA,30307,http://www.virginiahighlandsapartments.com/,"609 Virginia Ave NE, Atlanta, GA 30306, USA",https://maps.google.com/?cid=6963705399804574873,(404) 874-5512
West Inman Lofts,33.7531661,-84.3668555,ChIJ3zEPIvcD9YgRnpT_agEqcAw,30307,http://www.westinmanwmp.com/,"626 Dekalb Ave, Atlanta, GA 30312, USA",https://maps.google.com/?cid=896262511425197214,(404) 688-1626
Edgewood Court Apartments,33.7556147,-84.3366541,ChIJ8b1fMEsB9YgRXNXYpO0hui0,30307,http://www.edgewoodcourtapts.com/,"1572 Hardee St NE, Atlanta, GA 30307, USA",https://maps.google.com/?cid=3294983381931578716,(404) 373-5378
North High Ridge Apartments,33.7713059,-84.3516723,ChIJEQS-AqcG9YgRkcq0HddB-RY,30307,http://northhighridge.com/,"1088 North Avenue NE #1, Atlanta, GA 30307, USA",https://maps.google.com/?cid=1655426730207529617,(404) 892-3133
Station Square Apartments,33.7571967,-84.3521464,ChIJeSkmSFUB9YgRJz1ToM8WTSk,30307,http://rjamesproperties.com/properties/station-square-apartments/nggallery/page/2/image/ss-2br,"1065 Seaboard Ave NE, Atlanta, GA 30307, USA",https://maps.google.com/?cid=2976060009765616935,(404) 523-6998
Reynoldstown Senior Residences,33.7517298,-84.3608815,ChIJg3g7YPkD9YgRNUcroPZaSgM,30307,http://www.mercyhousing.org/,"695 Field St SE, Atlanta, GA 30316, USA",https://maps.google.com/?cid=237101945686017845,(404) 975-4291
Mariposa Loft Apartments,33.760258,-84.361632,ChIJIyckqwcE9YgRU_fnuuvvG_s,30307,http://www.mariposawmp.com/,"100 Montag Cir, Atlanta, GA 30307, USA",https://maps.google.com/?cid=18094319723623216979,(678) 742-5190
Bass Lofts,33.7641723,-84.3520483,ChIJJ3YMCakG9YgRJ0uX3umnixw,30307,http://www.basslofts.com/,"1080 Euclid Ave NE, Atlanta, GA 30307, USA",https://maps.google.com/?cid=2056922277728439079,(844) 216-0903
Gables Residential,33.7947362,-84.305622,ChIJlao9vgYH9YgROgY1mJC-xPg,30307,http://gables.com/,"1386 Clairmont Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=17925661945079596602,(404) 486-0190
Inman Quarter Apartments,33.761965,-84.358633,ChIJLRdHWQEE9YgR1SyxHcCQNkY,30307,http://inmanquarter.com/,"299 North Highland Avenue Northeast, Atlanta, GA 30307, USA",https://maps.google.com/?cid=5059390386203602133,(404) 330-0686
N. Highland Steel Apartments,33.7628502,-84.3596291,ChIJlxVaAAQE9YgRgexgHt40h1Y,30307,,"240 North Highland Avenue Northeast, Atlanta, GA 30307, USA",https://maps.google.com/?cid=6235010337714793601,(678) 701-9054
Oak Pointe Apartments,33.767675,-84.341441,ChIJo-o2g7oG9YgRv42QXspOnk4,30307,http://bradenfellman.com/apartments/oakpointe/,"485 Oakdale Rd NE, Atlanta, GA 30307, USA",https://maps.google.com/?cid=5665052012355554751,(404) 688-6257
North Highland Steel Apartments & Shops,33.761912,-84.36021,ChIJR4ZfugYE9YgRzWTDLI6Bkac,30307,http://www.nhighlandsteel.com/,"240 North Highland Avenue Northeast, Atlanta, GA 30307, USA",https://maps.google.com/?cid=12074574523593352397,(844) 675-8578
Alexan on Krog Urban Apartments,33.7561718,-84.3647818,ChIJSdVz9fcD9YgR1OUCQJk173I,30307,http://www.alexanonkrog.com/,"112 Krog St NE, Atlanta, GA 30307, USA",https://maps.google.com/?cid=8281897172077831636,(404) 331-0620
